reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address
4aa32c,4 năm trước,"1 cty quy trình phỏng vấn tệ nhất từ trước tới giờ, HR ko 1 email hay cuộc gọi báo đậu rớt. Trong buổi phỏng vấn đưa 2 người vào 1 người tự xưng Senior mà hoti cũng bình thường thôi còn 1 người thì kiểu junior vô ngồi cho có tụ. Hỏi rất nhiều câu xàm và dành cho junior kiểu lý thuyết nữa. Mình trả lời câu nào cũng gật và ok, 2 người đó ko tập trung hay ko biết để hỏi gì mà ngồi hoài rặn dc 1 câu để hỏi. 2 -3 tuần vẫn im hơi lặng tiếng, mail cho bạn HR trước đó bạn chỉ nhắn 1 câu rớt vì chưa phù hợp. Xong! Nếu mình hổng mail chắc cũng hổng ai nói, rồi cũng ko nói lý do tại sao chỉ nói 1 lý do ko phù hợp. Vậy ko phù hợp là về kiến thức, knghiem hay lương.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
91afc6,4 năm trước,"Công ty treo lương 2k, mà phỏng vấn xong, nói đánh giá rất cao, nhưng mà công ty đang kẹt tiền do khó khăn, trả 800 làm không, bóc lột vừa thôi, tuyển Senior build A Z mà như fresher, thôi ráng đào tạo intern rồi charge tiền clients cho cao, ăn cho sướng Seniors né gấp",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
dd776f,4 năm trước,"Công ty ok hay k thì cũng tuỳ dự án.Muốn nhàn cũng có mà sml cũng có luôn.Tuy nhiên thì thưởng không cao, khuyên thật lòng nếu ai định vô đây thì nên deal lương cao nhất có thể, đừng trông chờ vào mấy khoảng thưởng mà bên HR nói. Thưởng dự án chỉ có 35k/ngày thôi nhé :)))Nói chung cty ok nếu ai biết deal lương cao :v",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
441d89,5 năm trước,"Công ty làm ăn bài bản, lương thưởng benefit được, nhiều gái xinh, HR quan tâm anh em. Mình vô trúng dự án hay OT nên kiếm thêm được chút. Mấy dự án khác thấy cũng nhàn. Ai chịu cày cũng có chỗ, ai thích nhàn nhàn cũng có luôn.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
4158f0,5 năm trước,Không biết em nhi có bồ chưa :D,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
72136b,5 năm trước,"sắp đi pv bên này, ông nào cho xin tí review với.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
389b52,5 năm trước,"Phỏng vấn pass 2 vòng rồi, anh lead bảo OK với mức offer của mình và nói sẽ sắp xếp cho mình vào, không ngờ 1 tuần sau nhận được mail sorry.Công ty kiểu gì không biết nữa, mình cũng muốn chửi lắm nhưng thôi.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
1eaa31,5 năm trước,"HR công ty này tệ thật sự, cả một bộ máy mở thêm chi nhánh mà ko có cái thư reply cho ứng viên, hẹn 1 tuần và dĩ nhiên sau 1 tuần, 2 tuần và ko có sau đó. Làm ăn tắt trách!",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
1e934f,5 năm trước,cty này tăng lương ntn nhỉ,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
5d619f,5 năm trước,ae cho hỏi cty này có thưởng dự án không? Thanks,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
4f1b09,5 năm trước,"Công ty không quà tết, không thưởng Tết.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
7c8230,6 năm trước,"Càng ngày làm Orient càng chán. Ngay trước vui, giờ những người cũ nghỉ hết rồi.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
14b1c8,6 năm trước,"Công ty . đóng bhxh dựa trên lương căng bản, 4 triệu 2. mình thì dị ứng kiểu công ty như thế này. Họ điếm với xã hội, điếm voi. nhà nước thì trước sau gì cũng điếm với bạn thôi, bằng cách này hoặc cách khác cái đo là ý kiến cá nhân mình.Đã điếm lại còn lắp cái máy điểm danh check giờ nhân viên, nồi nào vung đó thôi, sao lại sợ nhân viên đi trễ về sớm,Đáng xấu hổ.---Dự án còn thì mời vào phòng ăn uống nâng ly xàm xí đố, hết dự án là được đưa vào R&amp;D, (Rit Đờ ) vài tháng sau là kiếm chuyện kick ass để thay máu hết.-----",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
1c7bc0,6 năm trước,cho e xin ít tip interview ở đây đi ạ ? mai họ hẹn e pv ạ. E cảm ơn,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
db6ac8,6 năm trước,"Các bạn đang làm hay đã đi không nên nói công ty như vậy, mình là người đã đi rồi nhưng thấy công ty không tệ như vậy.Không so sánh với những chỗ khác, các bạn hoàn toàn có quyền xin nghỉ nếu đồng lương không thỏa đáng, nói thật ra chỗ nào cũng vậy mình biết vì mình đã đi nhiều nơi.Nói về văn hóa công ty, công bằng mà nói là ổn, tuy không vung tiền được nhiều nhưng cũng cố gắng lo lắng cho mọi người được những benefit tối thiểu.Các team bể hay lâu đều là tổng hợp của nhiều yếu tố, nhiều bạn intern giỏi có thể handle dc project nhiều bạn lâu năm có khi không theo kịp, tùy người. Nhưng công ty mình chưa thấy đuổi ai, cố gắng sắp xếp để bạn học hỏi để phát triển.Một dev đi làm ngoài lương bổng còn nghĩ đến khả năng tiến bộ, học hỏi ở OSD có cố gắng làm cái đó tất nhiên thiện chí bao nhiêu tùy bạn thôi.Tóm lại mình không còn làm ở đó nữa nhưng đó là một môi trường ổn. Còn nếu bạn có khả năng cao hơn bạn hoàn toàn có thể đi nơi khác, nếu bạn nghĩ nó xứng đáng và tốt hơn.Chúc công ty và các dev may mắn.",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
2aba08,6 năm trước,"Đọc review này là thấy có sự hằn học trong đấy rồi, chắc là nhân viên cũ, kêu giỏi ra ngoài làm vài dự án ngày 10 phút, :) có ai làm lập trình được ngày 10 phút không? người như thế này mãi mãi ko bao giờ đạt được điều gì trong cuộc sống!",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
0cc588,7 năm trước,"Mình thấy dc đó chứ, do năng lực từng dev thôi, dev giỏi thì cty trọng dụng, dev dỡ thì thôi",Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
962de5,8 năm trước,Tạm được cho sinh viên mới ra trường cần kinh nghiệm và thu nhập,Orient Software Development Corp.,outsource,151-300,364 Cong Hoa Tan Binh Ho Chi Minh
14d6cb,4 giờ trước,xa rồi cái thời penta huy hoàng :(,Globant,IT outsource,50-100,Hà Nội
cfe2e8,12 giờ trước,Nghe nói thị phần hơi yếu nên lương thấp.,Kiotviet,,,
e60e62,4 ngày trước,bên này với bên Axon là khác nhau đúng ko mọi người?,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
19cfdf,2 ngày trước,@e60e62 khác đó bác Axon Active là màu xanh Axon xịn quận 4 là màu đen,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
cfe2e8,12 giờ trước,@19cfdf Axon mới layoff nhiều lắm,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
19cfdf,1 tuần trước,"- Phỏng vấn ở đây, cảm giác ko đc respect, nếu ko hợp về các tiêu chí thì có thể nói thẳng. Đây đuổi ra tận cửa rất bất lịch sự - HR thì cũng nice - Cty nên sxep thêm cho pvan online chứ offline mà tới cái phiếu gửi xe máy cũng ko đc hỗ trợ như các cty khác",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
d5c63d,1 năm trước,công ty chơi lùa gà bằng tuyển mấy đám fresher vô. ngoài ra ko thấy có gì thay đổi mới,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
96f6ba,1 năm trước,"Test review, Công ty Axon",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
6fe35d,1 năm trước,công ty code bị đói cơm sao giờ tuyển cả designer nữa ta ??,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
8836f5,1 năm trước,"Sắp tới interview ở công ty này, role designer. Không biết quy trình như thế nào, tuyển đầu vào có khó không ace. Tks.",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
e1375c,1 năm trước,ở chỗ anh 2k net có nghĩa lí gì hả mấy em bưng bô ? ráng phấn đấu bợ đít nhiều lên nữa nè.,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
a78f42,1 năm trước,cái chỗ này tặng quà 20/11 cho mấy thằng HD vô dụng để làm gì vậy ta ? Ủa mà đám này đóng góp được cái gì nhỉ.,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
ff96c2,1 năm trước,"Ê cường HD, nghe người ta nói mày sẽ ngồi chết dí ở cái ghế hét đép này đến suốt đời mà phải ko ? ?",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
8e2483,1 năm trước,Phỏng vấn dễ không ae? Tiếng anh có bắt buộc hoặc làm việc có dùng nhiều không?,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
79808e,1 năm trước,Offer ổn mà thấy drama nhiều thế ae.,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
737a2d,1 năm trước,"ê đám hét dép ơi, mày còn núp trong xó đi rình mò nữa ko ta =))). Độ này kiếm được khứa nào vô bợ mông dùm tụi mày ko ? =)))",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
995942,1 năm trước,Cuối tuần rồi có phải OT ko mấy bé bưng bô ơi. Bợ mông nữa đi nào. Sếp đang mỏi đít hehehe,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
5ab8c1,1 năm trước,Còn gì nữa không. Đòi tiếp đi nào,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
6c8ffd,1 năm trước,Mấy thằng nghỉ rồi lên đây đòi quyền lợi để sau này có dịp chui đầu vào lại à. =)),Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
fef337,1 năm trước,ê mấy đám bưng bô. Tụi bay bưng cho đã vô cũng phải biết đòi quyền lợi chứ ta.,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
d70396,1 năm trước,Công ty vẫn còn ngon chán so với thị trường. Có mấy thằng đòi hỏi quyền lợi thì nhiều nhưng làm việc lại như cớt. Ngậm mồm vào và lo cải thiện chất lượng công việc đi nha.,Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
014422,1 năm trước,"Công ty xộn xộn nhất mình từng làm, Tech thì lỏ, lương thì thấp, SM thì vô tri vô dụng ngoài việc book phòng meeting thấy chẳng làm gì, member thì lộn xào. bán cái mác agile mà process team như cc. SM không biết gì về tech để confirm . né vội nhé anh em , à quên gặp ngay team dùng IVY thì chạy luôn từ ngày đẩu đở mất thời gian nhé",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
f27691,1 năm trước,"Công ty có văn hoá như qq, đồng nghiệp vừa gà vừa bố láo, còn đám SL, HD toàn đâm chọc soi mói nói xấu, Đám SL là bọn vô dụng nhất công ty toàn tưởng mình là tâm điểm vũ trụ cả ngày chả làm gì, process thì chậm đùng đẩy trách nhiệm, mình vào làm đúng 2 ngày xong chuồn luôn meeting nhiều hơn làm meet mới thấy độ vô dụng của SL, các bạn vào ngay team ivy thì cút luôn đừng nghe nó vẻ vời plan chuyển microservice, thiết kế hệ thống như đbrr có chuyển sang bạn cũng méo học đc méo gì từ đó",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
c38e3b,1 năm trước,"Trong này có nhiều anh senior 3 gạch nhưng rất mù mờ về công nghệ, kể cả những cái phổ biến nhất như kafka, mà mấy anh 3 gạch này vẫn không biết, mấy anh toàn giỏi chém gió còn implement thì mấy anh không biết gì, mấy chui đầu vào cái ivy đó rồi mấy anh cứ tưởng mình tài giỏi nhưng thật ra chẳng ai cần cái ivy đó cả, sống thì lỗi mà suốt ngày cử mở miệng ra nói đạo lý, code thì bug mà suốt ngày cứ ""quality code, clean code... "", kiến thức thì méo có, tiếng anh thì cũng như hạch, mấy anh này khả năng sau này sẽ lên tầng SL chứ cũng chả dám nhảy vì nhảy thế méo nào được với cái đầu trâu đó. Tôi mất 1 năm với cái đống cứt axon và 1 cái team như cái chợ... AE gặp ivy thì cút luôn khỏi tìm hiểu mất thời gian",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
b27079,1 năm trước,"Các bạn có thể chưa biết văn hóa công ty này là bọ SL.HD sẽ soi mói các bạn từng ly từng tí, tụi nó sẽ soi bạn nếu bạn không nịn nọt chơi chung với tụi nó, bọn SL thì toàn bọn vô dụng, vô tri",Axon Active Vietnam,outsource,51-150,39 Truong Son Tan Binh Ho Chi Minh
