reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,review_content_cleaned,is_review_gpt-5,is_review_gpt-120b,human_verified,Bao_verified
6150cc,2 năm trước,nghe bảo cty layoff nhiều lắm hả mn?,Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,nghe bảo công ty layoff nhiều lắm hả mọi người?,FALSE,FALSE,,
46c71f,3 năm trước,Xin review về Lazada youth tech program với ạ,Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,xin review về lazada youth tech program với ạ,FALSE,FALSE,,
c51717,4 năm trước,Các bác cho em hỏi có ai vào làm từ ct Youthtech của Lazada ko ạ. Ko biết pv technical có khó ko ạ.,Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,các bác cho em hỏi có ai vào làm từ ct youthtech của lazada không ạ. không biết phỏng vấn technical có khó không ạ.,FALSE,FALSE,,
7037b6,5 năm trước,"Mình đã làm một thời gian ở đây rồi. Cho dù còn những điểm cầm cải thiện nhưng đây là một môi trường làm việc lí tưởng cho mình, lương ổn, đồng nghiệp thân thiện, đặc biệt công việc đúng với ước mơ của mình",Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,"mình đã làm một thời gian ở đây rồi. cho dù còn những điểm cầm cải thiện nhưng đây là một môi trường làm việc lí tưởng cho mình, lương ổn, đồng nghiệp thân thiện, đặc biệt công việc đúng với ước mơ của mình",TRUE,TRUE,,
9e7734,5 năm trước,"HR thiếu chuyên nghiệp, nói chuyện như má thiên hạ cái gì cũng biết mà biết những cái không đâu tới đâu. Gọi điện pv ứng viên xong thấy nhột quá nên bảo điện thoại mất sóng thế là tịt luôn. Lần đầu tiên gặp case ntn",Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,"hr thiếu chuyên nghiệp, nói chuyện như má thiên hạ cái gì cũng biết mà biết những cái không đâu tới đâu. gọi điện phỏng vấn ứng viên ng thấy nhột quá nên bảo điện thoại mất sóng thế là tịt luôn. lần đầu tiên gặp case như thế nào",TRUE,TRUE,,
fcba57,5 năm trước,Lazada giờ của Alibaba Group chắc quản lý toàn người TQ pk mấy bro?,Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,lazada giờ của alibaba group chắc quản lý toàn người tq pk mấy bro?,FALSE,FALSE,,
2707d8,6 năm trước,"hú hú, ae đồng bào cho xin ý review nào. Ngày xưa nghe Lazada, Zalora php ngon lắm mà sao Zalora thì vài cmt lèo tèo còn Lazada thì mất hút thế này",Lazada Tech Hub,product,301-500,138 Hai Ba Trung District 1 Ho Chi Minh,"hú hú, anh em đồng bào cho xin ý review nào. ngày xưa nghe lazada, zalora php ngon lắm mà sao zalora thì vài cmt lèo tèo còn lazada thì mất hút thế này",FALSE,FALSE,,
1544ea,1 năm trước,"Môi trường cực kì toxic, lương thấp hơn so với thị trường, dự án khó học thêm được gì nhiều, performance review thì không tăng nhiều dựa theo năng lực mà tăng theo range lương có sẵn (sợ bão giá, bla bla). Cắt team building vì muốn trồng cây, dự án xanh nhưng văn phòng k có một cái cây nào. Benefit khác như WFH thì phải thông qua a lé tổng giám đốc để được approve với lí do phải chính đáng. Lead ngoài mặt thân thiện nhưng nói xấu người này với người khác, luôn luôn soi mói từng chút một nhân viên của mình và bắt lỗi. Đem nhân viên ra chém đầu thị chúng để bợ đít client và hù doạ người khác. Cơ sở hạ tầng cũ, máy tính và trang thiết bị cũ mèm, không phụ cấp tiền gửi xe.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","môi trường cực kì toxic, lương thấp hơn so với thị trường, dự án khó học thêm được gì nhiều, performance review thì không tăng nhiều dựa theo năng lực mà tăng theo range lương có sẵn sợ bão giá, bla bla . cắt team building vì muốn trồng cây, dự án xanh nhưng văn phòng không có một cái cây nào. benefit khác như wfh thì phải thông qua a lé tổng giám đốc để được approve với lí do phải chính đáng. lead ngoài mặt thân thiện nhưng nói xấu người này với người khác, luôn luôn soi mói từng chút một nhân viên của mình và bắt lỗi. đem nhân viên ra chém đầu thị chúng để bợ đít client và hù doạ người khác. cơ sở hạ tầng cũ, máy tính và trang thiết bị cũ mèm, không phụ cấp tiền gửi xe.",TRUE,TRUE,,
75a477,1 năm trước,"Công ty nát bét, trả lương quá chậm, không có phúc lợi cho nhân viên, không hiểu sao tụi nhân viên vẫn bám trụ nó tới giờ được và nó tồn tại được nữa",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty nát bét, trả lương quá chậm, không có phúc lợi cho nhân viên, không hiểu sao tụi nhân viên vẫn bám trụ nó tới giờ được và nó tồn tại được nữa",TRUE,TRUE,,
f4448a,1 năm trước,"Công ty nhỏ, cả về quy mô lẫn diện tích văn phòng đều nhỏ, lương thấp, sếp không có chuyên môn ( mới học hết cấp 2)",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty nhỏ, cả về quy mô lẫn diện tích văn phòng đều nhỏ, lương thấp, sếp không có chuyên môn mới học hết cấp 2",TRUE,TRUE,,
53baa1,1 năm trước,"Có 1 người sếp độc tài, low EQ & chưa học hết lớp 9 là cảm giác như nào? Bước vô ngành nói ai cũng tâm huyết, cái này mình đảm bảo. Nhưng …",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","có 1 người sếp độc tài, low eq chưa học hết lớp 9 là cảm giác như nào? bước vô ngành nói ai cũng tâm huyết, cái này mình đảm bảo. nhưng",TRUE,TRUE,,
4af5bb,1 năm trước,"Ko nói nhiều, ép lương nhân viên là rate 1 sao",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","không nói nhiều, ép lương nhân viên là rate 1 sao",TRUE,TRUE,,
a271f3,1 năm trước,"tự nhiên nhớ công ty cũ vào fb nó follow , xong cái fb recommend thêm em Lotte finance này =)) tay ôm 1 lúc 3 acc game + 3 acc chém gió nên khá là rãnh, cách đây chục năm mà tiktok youtube review cty ...",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","tự nhiên nhớ công ty cũ vào fb nó follow , ng cái fb recommend thêm em lotte finance này tay ôm 1 lúc 3 acc game 3 acc chém gió nên khá là rãnh, cách đây chục năm mà tiktok youtube review công ty .",FALSE,FALSE,,
ab1153,1 năm trước,"Không ưa công ty vì sếp có xu hướng bóc lột nhân viên, hay đổ lỗi người khác chứ không chịu nhận lỗi về mình. Chuyên môn kém, chỉ đạo mâu thuẫn, công việc deadline không hợp lý.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","không ưa công ty vì sếp có xu hướng bóc lột nhân viên, hay đổ lỗi người khác chứ không chịu nhận lỗi về mình. chuyên môn kém, chỉ đạo mâu thuẫn, công việc deadline không hợp lý.",TRUE,TRUE,,
93027f,1 năm trước,"Công ty éo gì bắt nhân viên dọn vệ sinh cho cả phòng ạ, khác gì lao công đâu Sếp thì suốt ngày chém gió, bợ đít, sống ảo là giỏi thôi. Dự án thì vất vả, OT chả thấy tính cost mà cứ gạ lên công ty làm Lead, Sếp chỉ biết giữ ghế là giỏi, toàn đùn đẩy trách nhiệm, có vấn đề chỉ giỏi đổ lỗi. Tốt nhất đọc được review này thì né đi, nốt cái thưởng rồi cũng cút luôn cho lành.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty éo gì bắt nhân viên dọn vệ sinh cho cả phòng ạ, khác gì lao công đâu sếp thì suốt ngày chém gió, bợ đít, sống ảo là giỏi thôi. dự án thì vất vả, OT chả thấy tính cost mà cứ gạ lên công ty làm lead, sếp chỉ biết giữ ghế là giỏi, toàn đùn đẩy trách nhiệm, có vấn đề chỉ giỏi đổ lỗi. tốt nhất đọc được review này thì né đi, nốt cái thưởng rồi cũng cút luôn cho lành.",TRUE,TRUE,,
c1ee3a,1 năm trước,"Bóc lột thấy mẹ còn có ý kiến góp ý hay cống hiến gì thì đều phải đúng ý a kể cả chuyện bé như cái móng tay, sai ý thì có thể cho nghỉ việc luôn do ko phù hợp văn hóa cty :D",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","bóc lột thấy mẹ còn có ý kiến góp ý hay cống hiến gì thì đều phải đúng ý a kể cả chuyện bé như cái móng tay, sai ý thì có thể cho nghỉ việc luôn do không phù hợp văn hóa công ty",TRUE,TRUE,,
af1d02,1 năm trước,"Bóc lột quá mức, cứ có ý kiến góp ý hay cống hiến gì thì đều phải đúng ý a kể cả chuyện bé như cái móng tay, sai ý thì có thể cho nghỉ việc luôn do ko phù hợp văn hóa cty :D",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","bóc lột quá mức, cứ có ý kiến góp ý hay cống hiến gì thì đều phải đúng ý a kể cả chuyện bé như cái móng tay, sai ý thì có thể cho nghỉ việc luôn do không phù hợp văn hóa công ty",TRUE,TRUE,,
5160,1 năm trước,"Sếp mới học hết cấp 2, trình độ chuyên môn chưa tới nên hay ra quyết định không hợp lý, lương thấp, đãi ngộ không có gì, không đóng BHXH, nợ thuế.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","sếp mới học hết cấp 2, trình độ chuyên môn chưa tới nên hay ra quyết định không hợp lý, lương thấp, đãi ngộ không có gì, không đóng bhxh, nợ thuế.",TRUE,TRUE,,
ac1016,1 năm trước,"Quy trình kém, thương lượn lương nhưng chỉ muốn ra mức thấp, hay chửi vô lý?",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","quy trình kém, thương lượn lương nhưng chỉ muốn ra mức thấp, hay chửi vô lý?",TRUE,TRUE,,
b2802e,2 năm trước,"Công ty nợ lương, địa chỉ không rõ ràng, sếp kiêu căng hách dịch.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty nợ lương, địa chỉ không rõ ràng, sếp kiêu căng hách dịch.",TRUE,TRUE,,
3be2f8,2 năm trước,"Công ty start-up quy trình không rõ ràng.Không có văn hoá cụ thể.Việc tràn lan không thống nhất, không phân rõ chức năng.Vận hành như cho có.Lương thấp.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty start up quy trình không rõ ràng. không có văn hoá cụ thể. việc tràn lan không thống nhất, không phân rõ chức năng. vận hành như cho có. lương thấp.",TRUE,TRUE,,
20871a,2 năm trước,"Công ty hạ lương bừa bãi làm ngoài giờ thì không lương, đãi ngộ không có gì nổi bật.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty hạ lương bừa bãi làm ngoài giờ thì không lương, đãi ngộ không có gì nổi bật.",TRUE,TRUE,,
2881a1,2 năm trước,"Làm thêm giờ không lương, không có bất cứ chế độ thưởng thêm nào cho nhân viên, lương vốn thấp nhưng hay hạ. Quy trình công ty lộn xộn.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","làm thêm giờ không lương, không có bất cứ chế độ thưởng thêm nào cho nhân viên, lương vốn thấp nhưng hay hạ. quy trình công ty lộn xộn.",TRUE,TRUE,,
f7597a,2 năm trước,"Môi trường toxic, sếp trịch trượng, không tôn trọng nhân viên",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","môi trường toxic, sếp trịch trượng, không tôn trọng nhân viên",TRUE,TRUE,,
cce036,2 năm trước,"Công ty làm ăn không ổn, đội ngũ không có chuyên môn, quy trình nguỵ tạo, lấy từ mọi nơi đem về, giám đốc không làm việc chỉ chơi.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty làm ăn không ổn, đội ngũ không có chuyên môn, quy trình nguỵ tạo, lấy từ mọi nơi đem về, giám đốc không làm việc chỉ chơi.",TRUE,TRUE,,
6.07E+21,2 năm trước,"Công ty tiết kiệm đến nỗi giảm lương nhân viên, đuổi việc giam lương, thưởng thì cũng cắt giảm luôn.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty tiết kiệm đến nỗi giảm lương nhân viên, đuổi việc giam lương, thưởng thì cũng cắt giảm luôn.",TRUE,TRUE,,
6bc70a,2 năm trước,"Sếp hay doạ nhân viên, công ty bé mà qua nhiều sếp, lương thì không tăng sau nhiều năm.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","sếp hay doạ nhân viên, công ty bé mà qua nhiều sếp, lương thì không tăng sau nhiều năm.",TRUE,TRUE,,
f9f4d1,2 năm trước,"Công ty chế độ đãi ngộ đầy đủ. Môi trường làm việc vui vẻ, hiệu quả!",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty chế độ đãi ngộ đầy đủ. môi trường làm việc vui vẻ, hiệu quả!",TRUE,TRUE,,
31da30,2 năm trước,"Công ty không chia bộ phận rõ ràng, lương thấp, làm sớm về muộn và phải làm thứ 7.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty không chia bộ phận rõ ràng, lương thấp, làm sớm về muộn và phải làm thứ 7.",TRUE,TRUE,,
3.75E+12,2 năm trước,"có 1 sếp phỏng vấn với chất lượng câu hỏi rất tệ, không đánh giá được ứng viên, rất tệ.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","có 1 sếp phỏng vấn với chất lượng câu hỏi rất tệ, không đánh giá được ứng viên, rất tệ.",TRUE,TRUE,,
8ee10f,2 năm trước,"Công ty size nhỏ, quy trình phỏng vấn lằng nhằng mà không thấy kết quả thông báo.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty size nhỏ, quy trình phỏng vấn lằng nhằng mà không thấy kết quả thông báo.",TRUE,TRUE,,
20e8ab,2 năm trước,"Công ty lương thấp, designer cày mệt mà không đc công nhận, sản phẩm tốt mà chỉ đề cao TBP, nhân viên chả được quan tâm, vận hành chuẩn công ty gia đình.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","công ty lương thấp, designer cày mệt mà không được công nhận, sản phẩm tốt mà chỉ đề cao tbp, nhân viên chả được quan tâm, vận hành chuẩn công ty gia đình.",TRUE,TRUE,,
ddcec8,2 năm trước,Phỏng vấn thấy làm thứ 7 là bỏ luôn.,PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi",phỏng vấn thấy làm thứ 7 là bỏ luôn.,TRUE,TRUE,,
cad952,3 năm trước,"1. Công ty nâng lương rồi lại hạ lương nhân viên. Lúc xin nâng lương thì phải năn nỉ làm đủ loại giấy tờ, lúc hạ lương thì không thông báo mà trực tiếp hạ. 2. Bắt nhân viên làm thêm đêm nhưng không được tiền OT 3. 2 Giám đốc không sát sao với công ty, nên xảy ra tình trạng đánh đồng và cào bằng.",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","1. công ty nâng lương rồi lại hạ lương nhân viên. lúc xin nâng lương thì phải năn nỉ làm đủ loại giấy tờ, lúc hạ lương thì không thông báo mà trực tiếp hạ. 2. bắt nhân viên làm thêm đêm nhưng không được tiền OT 3. 2 giám đốc không sát sao với công ty, nên xảy ra tình trạng đánh đồng và cào bằng.",TRUE,TRUE,,
96a920,5 năm trước,"Hai sếp rất giỏi, đồng nghiệp thì tuyệt vời. Có đuổi chắc cũng không đi :))",PGCOM GROUP,product,1/1/1950 0:00,"Ha Dong, Ha Noi","hai sếp rất giỏi, đồng nghiệp thì tuyệt vời. có đuổi chắc cũng không đi",TRUE,TRUE,,
ec0cb2,1 năm trước,Lương cao nhất Đà Nẵng,Nimble,outsource,1/1/1950 0:00,"Ho Chi Minh, Da Nang",lương cao nhất đà nẵng,TRUE,TRUE,,
1cfd5c,2 năm trước,"Tôi không buồn vì nhận email từ chối, tôi sốc vì cách viết mail của HR cty này, thị trường lao động sau covid khắc nghiệt nên thấy mức lương chấp nhận được và mô tả công việc dễ nên quyết định apply cho vị trí Admin, cách viết làm tôi thấy bạn HR rất tự phụ và cho công ty mình là nhất, nội dung là tôi không phù hợp với những gì mà công ty tìm kiếm, nhưng cánh cửa công ty Nimble sẽ không đóng mãi với tôi mà có thể sẽ mở trong tương lai vì hồ sơ tôi sẽ được lưu vv... Tất nhiên tôi đâu rảnh mà đứng ngoài cửa quý công ty chờ đâu. Gần chục năm làm việc đâu phải lần đầu nhận email từ chối nhưng có những c.ty viết rất ấn tượng và có khi là không gì cả. Tôi thấy thật nực cười cho người tự xưng là Talent Acquisition kia, có thể bạn đủ talent cho cty này thôi, nhưng cách bạn đối đãi ứng viên cho thấy khả năng cách cư xử của công ty này với người lao động có vấn đề. Bạn biết tôi là ai thì đừng lưu trữ thông tin tôi vì ngoài kia còn rất nhiều cánh cửa có thể tôi không đủ thời gian để gõ nữa.",Nimble,outsource,1/1/1950 0:00,"Ho Chi Minh, Da Nang","tôi không buồn vì nhận email từ chối, tôi sốc vì cách viết mail của hr công ty này, thị trường lao động sau covid khắc nghiệt nên thấy mức lương chấp nhận được và mô tả công việc dễ nên quyết định apply cho vị trí admin, cách viết làm tôi thấy bạn hr rất tự phụ và cho công ty mình là nhất, nội dung là tôi không phù hợp với những gì mà công ty tìm kiếm, nhưng cánh cửa công ty nimble sẽ không đóng mãi với tôi mà có thể sẽ mở trong tương lai vì hồ sơ tôi sẽ được lưu vv. tất nhiên tôi đâu rảnh mà đứng ngoài cửa quý công ty chờ đâu. gần chục năm làm việc đâu phải lần đầu nhận email từ chối nhưng có những c. ty viết rất ấn tượng và có khi là không gì cả. tôi thấy thật nực cười cho người tự xưng là talent acquisition kia, có thể bạn đủ talent cho công ty này thôi, nhưng cách bạn đối đãi ứng viên cho thấy khả năng cách cư xử của công ty này với người lao động có vấn đề. bạn biết tôi là ai thì đừng lưu trữ thông tin tôi vì ngoài kia còn rất nhiều cánh cửa có thể tôi không đủ thời gian để gõ nữa.",TRUE,TRUE,,
1e6754,2 năm trước,"Công ty pv phèn mà thể hiện ra vẻ chuyên nghiệp, tốn thời gian.",Nimble,outsource,1/1/1950 0:00,"Ho Chi Minh, Da Nang","công ty phỏng vấn phèn mà thể hiện ra vẻ chuyên nghiệp, tốn thời gian.",TRUE,TRUE,,
93f4fb,2 năm trước,"Cty phỏng vấn cũng bt, tuy nhiên người pv hơi gượng épNgười pv đưa ra 1 bài toán rồi ứng viên trả lời giải pháp, lúc này người pv ko đồng ý mà cố gắng ép ứng viên theo giải pháp riêng của họ, thiếu thiện cảm.",Nimble,outsource,1/1/1950 0:00,"Ho Chi Minh, Da Nang","công ty phỏng vấn cũng bt, tuy nhiên người phỏng vấn hơi gượng épngười phỏng vấn đưa ra 1 bài toán rồi ứng viên trả lời giải pháp, lúc này người phỏng vấn không đồng ý mà cố gắng ép ứng viên theo giải pháp riêng của họ, thiếu thiện cảm.",TRUE,TRUE,,
