reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,review_content_cleaned,is_review_gpt-5,is_review_gpt-oss-120b,human_verified,Huy_verified
4466d4,2 năm trước,Nơi làm việc lý tưởng chỉ có wolf,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",nơi làm việc lý tưởng chỉ có wolf,TRUE,FALSE,X,TRUE
bf7c63,2 năm trước,Mọi người hầu như lúc nào cũng đạt KPI,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",mọi người hầu như lúc nào cũng đạt kpi,TRUE,TRUE,,
944f10,2 năm trước,"Các cụ cứ thử sức xem, k thích mình lại đổi lo gì",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","các cụ cứ thử sức xem, không thích mình lại đổi lo gì",FALSE,FALSE,,
a725b2,2 năm trước,CEO chỉ ra quyết định kinh doanh dựa trên dữ liệu đầy đủ,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",ceo chỉ ra quyết định kinh doanh dựa trên dữ liệu đầy đủ,TRUE,FALSE,X,TRUE
6fdbb4,2 năm trước,Làm ở đây sẽ rèn được sự kỉ luật trong công việc,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",làm ở đây sẽ rèn được sự kỉ luật trong công việc,TRUE,TRUE,,
ee8e24,2 năm trước,Làm ở đây mình dc rèn luyện kỉ luật nhiều,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",làm ở đây mình dc rèn luyện kỉ luật nhiều,TRUE,TRUE,,
d172b0,2 năm trước,Deal lương ở đây khá ổn nha,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",deal lương ở đây khá ổn nha,TRUE,TRUE,,
cafe56,2 năm trước,Những người có năng lực sẽ dc hưởng lương cao,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",những người có năng lực sẽ dc hưởng lương cao,TRUE,TRUE,,
4aa1ff,2 năm trước,Cho em hỏi về quy trình phỏng vấn với ạ,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",cho em hỏi về quy trình phỏng vấn với ạ,FALSE,FALSE,,
0b76e9,2 năm trước,Môi trường thân thiện đồng nghiệp hỗ trợ tốt,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",môi trường thân thiện đồng nghiệp hỗ trợ tốt,TRUE,TRUE,,
cb7506,2 năm trước,Cty ổn quá ấy chứ 5 sao,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",công ty ổn quá ấy chứ 5 sao,TRUE,TRUE,,
3e503d,3 năm trước,Các cụ đi làm bức xúc gì thì phản ảnh thẳng với công ty. Chơi mấy trò bẩn bựa quá,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",các cụ đi làm bức xúc gì thì phản ảnh thẳng với công ty. chơi mấy trò bẩn bựa quá,FALSE,TRUE,X,TRUE
ef1c26,3 năm trước,"Cty giờ làm cho có xong đi ăn tiền bảo trì, làm cho xong nên còn 1 đống lỗi",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","công ty giờ làm cho có ng đi ăn tiền bảo trì, làm cho ng nên còn 1 đống lỗi",TRUE,TRUE,,
089d4a,3 năm trước,ai có số con HR nào ở công ty này ko? t mới gửi CV qua itviec. 3 lần thấy nó call t = số bàn. mà thế éo nào toàn call lúc 5h chiều. lúc đó t đang tan việc đi làm về ko nghe máy đc. về call lại thì toàn nghe bot nói chuyện.,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",ai có số con hr nào ở công ty này không? t mới gửi cv qua itviec. 3 lần thấy nó call t số bàn. mà thế éo nào toàn call lúc 5h chiều. lúc đó t đang tan việc đi làm về không nghe máy được. về call lại thì toàn nghe bot nói chuyện.,TRUE,FALSE,X,FALSE
70ddf3,3 năm trước,Công ty giờ đổi tên thành wolf solutions rồi à :))) trốn ghê vậy,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",công ty giờ đổi tên thành wolf solutions rồi à trốn ghê vậy,TRUE,FALSE,X,TRUE
6c0255,4 năm trước,"Mấy bạn trẻ muốn vào đây làm để học hỏi thêm kinh nghiệm cũng tốt, chỉ cần chú ý đọc thật kỹ hợp đồng và cuốn handbook nội quy trước khi ký thôi. Nội quy lao động không được đăng ký với sở LĐ TB XH đâu vì anh ceo nói là ""luật pháp VN ngu xuẩn"" nên ảnh tự đặt ra luật của ảnh luôn:- Không đóng BH cho nhân viên chính thức- Làm 6 tháng mới được nghỉ phép năm- Không trả OT- Nghỉ việc báo trước 30 ngày và bàn giao đầy đủ vẫn sẽ bị giữ 1 tháng lương 30 - 60 ngàyCòn nhiều nữa, bạn nào muốn tham khảo trước khi nộp đơn thì để lại mail bên dưới mình gửi cho.Mình chỉ nói trải nghiệm của mình lúc còn làm, bạn nào ok với mấy điều khoản trên hoặc đến giờ công ty đã thay đổi mấy điều khoản bất hợp lý đó rồi thì bạn cứ cống hiến thôi.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","mấy bạn trẻ muốn vào đây làm để học hỏi thêm kinh nghiệm cũng tốt, chỉ cần chú ý đọc thật kỹ hợp đồng và cuốn handbook nội quy trước khi ký thôi. nội quy lao động không được đăng ký với sở lđ tb xh đâu vì anh ceo nói là luật pháp vn ngu xuẩn nên ảnh tự đặt ra luật của ảnh luôn không đóng bh cho nhân viên chính thức làm 6 tháng mới được nghỉ phép năm không trả OT nghỉ việc báo trước 30 ngày và bàn giao đầy đủ vẫn sẽ bị giữ 1 tháng lương 30 60 ngàycòn nhiều nữa, bạn nào muốn tham khảo trước khi nộp đơn thì để lại mail bên dưới mình gửi cho. mình chỉ nói trải nghiệm của mình lúc còn làm, bạn nào ok với mấy điều khoản trên hoặc đến giờ công ty đã thay đổi mấy điều khoản bất hợp lý đó rồi thì bạn cứ cống hiến thôi.",TRUE,TRUE,,
a67174,4 năm trước,"Thực tập 3 tháng bắt làm chết cha, OT mỗi ngày đến 8 9h tối kể cả cuối tuần đến cuối tháng nhận được hơn 2 chai. Làm khó dễ sinh viên k ký giấy kết quả thực tập mà ra điều kiện phải ở lại làm tiếp mới kí. Nhắc 5 lần 7 lượt anh PM hứa là chấm điểm rồi chờ sếp đóng dấu kí tên thôi mà mãi cả tuần vẫn k chịu đưa, đến lúc mình nhắc mới lòi ra là giấy thực tập của mình quăng lung tung bị lấy làm giấy nháp rồi nên h phải xin lại tờ mới??? Ủa công ty thấy tụi em mới ra trường k biết gì nên mu'n bóc lột và chà đạp sao cũng được hay sao??? Hỏi sao k có intern nào ở lại làm chính thức sau khi kết thúc thực tập.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","thực tập 3 tháng bắt làm chết cha, OT mỗi ngày đến 8 9h tối kể cả cuối tuần đến cuối tháng nhận được hơn 2 chai. làm khó dễ sinh viên không ký giấy kết quả thực tập mà ra điều kiện phải ở lại làm tiếp mới kí. nhắc 5 lần 7 lượt anh pm hứa là chấm điểm rồi chờ sếp đóng dấu kí tên thôi mà mãi cả tuần vẫn không chịu đưa, đến lúc mình nhắc mới lòi ra là giấy thực tập của mình quăng lung tung bị lấy làm giấy nháp rồi nên bảo hiểm phải xin lại tờ mới??? ủa công ty thấy tụi em mới ra trường không biết gì nên mu n bóc lột và chà đạp sao cũng được hay sao??? hỏi sao không có intern nào ở lại làm chính thức sau khi kết thúc thực tập.",TRUE,TRUE,,
a59570,4 năm trước,"Mình mới vào được vài hôm, thấy mọi người đoàn kết. Để mình xem sao rồi report lên đây",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","mình mới vào được vài hôm, thấy mọi người đoàn kết. để mình xem sao rồi report lên đây",TRUE,TRUE,,
5d63ea,4 năm trước,"Cty mang tiếng là tech nhưng văn hóa micro managing. Đi làm gần 10 năm chưa thấy ông CEO kiêm founder nào dùng quyền admin đọc lén email và đoạn chat của nv. Rảnh quá thì involve vô dự án xíu đi ông nội, toàn lo chém gió.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","công ty mang tiếng là tech nhưng văn hóa micro managing. đi làm gần 10 năm chưa thấy ông ceo kiêm founder nào dùng quyền admin đọc lén email và đoạn chat của nhân viên. rảnh quá thì involve vô dự án xíu đi ông nội, toàn lo chém gió.",TRUE,TRUE,,
2919b2,4 năm trước,Ac babe mình mới share @@ này cho lên mấy grúp rì viu hay hóng hớt showbiz luôn đeee chứ cty j drama vãi ? nhìu người nói thế chắc là thật rồi ?,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",ac babe mình mới share này cho lên mấy grúp rì viu hay hóng hớt showbiz luôn đe chứ công ty gì drama vãi ? nhìu người nói thế chắc là thật rồi ?,FALSE,FALSE,,
61ae11,4 năm trước,"Runnnnnnn! Chạy đi mấy bạn ơi, runnnnnn",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","run! chạy đi mấy bạn ơi, run",TRUE,FALSE,X,TRUE
bb55b9,4 năm trước,Tệ. Ko có điểm nào tốt từ mt làm việc đến văn hóa công ty. Sếp nhân cách ko ra gì.,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",tệ. không có điểm nào tốt từ môi trường làm việc đến văn hóa công ty. sếp nhân cách không ra gì.,TRUE,TRUE,,
cff644,4 năm trước,"thương cho khách hàng, toàn bị lừa kí dự án xong thả trôi không ai làm, từ việt nam cho tới khách hàng nước ngoài, từ dự án lớn tới nhỏ...ai cũng bị Michael chơi xỏ lấy tiền kickoff, bản thân michale thì vẫn đang chốt deal kiếm tiền tiếp, rồi lại bỏ đó không ai làm, chưa có dự án nào hoàn thành trong suốt 1 năm qua",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","thương cho khách hàng, toàn bị lừa kí dự án ng thả trôi không ai làm, từ việt nam cho tới khách hàng nước ngoài, từ dự án lớn tới nhỏ. ai cũng bị michael chơi xỏ lấy tiền kickoff, bản thân michale thì vẫn đang chốt deal kiếm tiền tiếp, rồi lại bỏ đó không ai làm, chưa có dự án nào hoàn thành trong suốt 1 năm qua",TRUE,TRUE,,
9b8f8d,4 năm trước,"Thấy trên FB tuyển dữ dội và mở rộng ra tới Singapore lận mà,có nói chuyện với cha CEO này 1 lần, cảm nhận là, vô văn hóa, k0 có kiến thức, chém gió, dê gái....",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","thấy trên fb tuyển dữ dội và mở rộng ra tới singapore lận mà, có nói chuyện với cha ceo này 1 lần, cảm nhận là, vô văn hóa, k0 có kiến thức, chém gió, dê gái.",TRUE,TRUE,,
6547df,4 năm trước,Mấy bạn nữ TUYỆT ĐỐI KO NÊN LÀM Ở ĐÂY!!!,Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh",mấy bạn nữ tuyệt đối không nên làm ở đây!!!,TRUE,TRUE,,
b00e61,4 năm trước,"Chưa thấy cty nào môi trườg làm việc tệ như chỗ này!!!- Sếp tận dụng căn hộ mình đang ở làm văn phòng luôn cho tiết kiệm nên không gian chả có một tí chuyên nghiệp. Mà đã dùng chung rồi thì để ý xíu đi, đằng này ăn ở bẩn thôi rồi! Nồi niêu chén bát ăn từ ngày hôm trước/tuần trước xong vất đấy ko rửa, hôm sau các bạn nữ phải rửa hoặc là mọi người mắt nhắm mắt mở ăn trưa trong cái khung cảnh vừa thối vừa bẩn như thế luôn. Có đợt còn nướng mực trong lò vi sóng làm cả văn phòng bị mùi tanh mấy ngày. Lạy. - Công ty chỉ có duy nhất một cái toilet nam nữ dùng chung.Mà tiện ghê, gộp nơi ở thành văn phòng nên thuê btaskee dọn văn phòng coi như dọn nhà, cần mua đồ gì cũng sai nhân viên đi mua được, xả ra mà chị Btaskee chưa đến kịp thì có nhân viên dọn cho luôn (chủ yếu là mấy bạn nữ phải làm nhé). Mở cty kiểu này thì thôi dẹp luôn đi anh Michael ơi!!!",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","chưa thấy công ty nào môi trườg làm việc tệ như chỗ này!!! sếp tận dụng căn hộ mình đang ở làm văn phòng luôn cho tiết kiệm nên không gian chả có một tí chuyên nghiệp. mà đã dùng chung rồi thì để ý xíu đi, đằng này ăn ở bẩn thôi rồi! nồi niêu chén bát ăn từ ngày hôm trước tuần trước ng vất đấy không rửa, hôm sau các bạn nữ phải rửa hoặc là mọi người mắt nhắm mắt mở ăn trưa trong cái khung cảnh vừa thối vừa bẩn như thế luôn. có đợt còn nướng mực trong lò vi sóng làm cả văn phòng bị mùi tanh mấy ngày. lạy. công ty chỉ có duy nhất một cái toilet nam nữ dùng chung. mà tiện ghê, gộp nơi ở thành văn phòng nên thuê btaskee dọn văn phòng coi như dọn nhà, cần mua đồ gì cũng sai nhân viên đi mua được, xả ra mà chị btaskee chưa đến kịp thì có nhân viên dọn cho luôn chủ yếu là mấy bạn nữ phải làm nhé . mở công ty kiểu này thì thôi dẹp luôn đi anh michael ơi!!!",TRUE,TRUE,,
1ff186,4 năm trước,"Mấy review kia mình ko bàn, chỉ bổ sung thêm 1 cái là lúc họp công việc với nhân viên mà ngồi ngoáy mũi xong trét xuống bàn thấy đúng tởm, rồi ngồi giữa văn phòng cứ ợ trước mặt mọi người :'(Hi vọng sếp đọc đc review và lưu ý mấy chuyện này để có thể chuyên nghiệp hơn.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","mấy review kia mình không bàn, chỉ bổ sung thêm 1 cái là lúc họp công việc với nhân viên mà ngồi ngoáy mũi ng trét xuống bàn thấy đúng tởm, rồi ngồi giữa văn phòng cứ ợ trước mặt mọi người hi vọng sếp đọc được review và lưu ý mấy chuyện này để có thể chuyên nghiệp hơn.",TRUE,TRUE,,
d85967,4 năm trước,"CEO kém cỏi và vô đạo đức.- Đi gặp khách hàng chém gió bất chấp để chốt được deal, nói dối từ profile cty đến năng lực bản thân. Khoác loác vẽ vời cho cố nhưng đến khi khách chuyển tiền vào là xác định vứt dự án sang 1 bên luôn, rất hay giao cho intern làm cho rẻ (intern lương k đến 1 tr/tháng).- Nội bộ thì bóc lột nv, lúc deal lương ép rất thấp hứa có thưởng dự án nhưng gần như ko có nha, cũng lấy cớ đó để k trả OT nhưng toàn sau 5 6h set lịch họp (trong khi cả ngày đi long nhong ăn ngủ lướt fb), tối với cuối tuần nhắn tin công việc hoặc chửi nv là chuyện bình thường, mỗi ngày xác định đi làm 9, 10, 12 tiếng, luôn trả trễ lương (thường là 15, 16 tháng sau), có bất kỳ sự cố gì là auto đổ lỗi cho nv ko cần biết.- Đối với những bạn chưa vào cty thì có 1 số điểm cần cân nhắc: nv nghỉ việc mặc dù đang trog probation hay chính thức thì auto bị giữ lương 30 ngày (vì trong handbook cty ghi vậy, nhưng mà cuốn handbook này HR lâu lâu âm thầm cập nhật theo ý sếp và k bao h thông báo cho nv =)), sau 6 tháng mới đc nghỉ phép năm, nữ phải kiêm luôn rửa chén cho CEO, bị sai đi mua đồ lặt vặt, đi xuống nhà lấy đồ (rất trọng nam khinh nữ). CEO chém gió rất nhiều nên có khi mấy bạn mới chưa có kinh nghiệm sẽ bị lung lay nhưng mà nhìn vào thực tế là năm 2020 ko có trả OT, ko có company trip, ko có YEP nhưng nợ BH 6 7 năm gì đó bị đưa vô blacklist, nợ thuế, nợ lương, nợ khách hàng thì đều có đủ cả. Turnover rate của cty trong năm là 150%.&gt;&gt; Nói chung CEO chỉ như một thằng cò k hơn k kém, k nắm công việc dự án và chỉ nhảy vô những lúc đòi tiền. Cty start up nhỏ thì thường văn hóa cty chính là văn hóa của ng đứng đầu, mà tiếc là ng đứng đầu bị vô văn hóa.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","ceo kém cỏi và vô đạo đức. đi gặp khách hàng chém gió bất chấp để chốt được deal, nói dối từ profile công ty đến năng lực bản thân. khoác loác vẽ vời cho cố nhưng đến khi khách chuyển tiền vào là xác định vứt dự án sang 1 bên luôn, rất hay giao cho intern làm cho rẻ intern lương không đến 1 tr tháng . nội bộ thì bóc lột nhân viên, lúc deal lương ép rất thấp hứa có thưởng dự án nhưng gần như không có nha, cũng lấy cớ đó để không trả OT nhưng toàn sau 5 6h set lịch họp trong khi cả ngày đi long nhong ăn ngủ lướt fb , tối với cuối tuần nhắn tin công việc hoặc chửi nhân viên là chuyện bình thường, mỗi ngày xác định đi làm 9, 10, 12 tiếng, luôn trả trễ lương thường là 15, 16 tháng sau , có bất kỳ sự cố gì là auto đổ lỗi cho nhân viên không cần biết. đối với những bạn chưa vào công ty thì có 1 số điểm cần cân nhắc nhân viên nghỉ việc mặc dù đang trog probation hay chính thức thì auto bị giữ lương 30 ngày vì trong handbook công ty ghi vậy, nhưng mà cuốn handbook này hr lâu lâu âm thầm cập nhật theo ý sếp và không bao bảo hiểm thông báo cho nhân viên , sau 6 tháng mới được nghỉ phép năm, nữ phải kiêm luôn rửa chén cho ceo, bị sai đi mua đồ lặt vặt, đi xuống nhà lấy đồ rất trọng nam khinh nữ . ceo chém gió rất nhiều nên có khi mấy bạn mới chưa có kinh nghiệm sẽ bị lung lay nhưng mà nhìn vào thực tế là năm 2020 không có trả OT, không có company trip, không có yep nhưng nợ bh 6 7 năm gì đó bị đưa vô blacklist, nợ thuế, nợ lương, nợ khách hàng thì đều có đủ cả. turnover rate của công ty trong năm là 150 . gt gt nói chung ceo chỉ như một thằng cò không hơn không kém, không nắm công việc dự án và chỉ nhảy vô những lúc đòi tiền. công ty start up nhỏ thì thường văn hóa công ty chính là văn hóa của ng đứng đầu, mà tiếc là ng đứng đầu bị vô văn hóa.",TRUE,TRUE,,
9a0fab,5 năm trước,"Công ty vô cùng tệ, nhất định không nên đi làm, đi làm sẽ hối hận. Cảnh báo trước.",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","công ty vô cùng tệ, nhất định không nên đi làm, đi làm sẽ hối hận. cảnh báo trước.",TRUE,TRUE,,
739f04,5 năm trước,"HR cực kỳ thiếu chuyên nghiệp, hay xỉa xói chuyện cá nhânVăn phòng Công ty quá TỆCEO- Sếp: nhìn cách ăn mặc lôi thôi là đủ hiểu nha, cực kỳ thiếu chuyên nghiệp, 0 tôn trọng phụ nữ, già dê, chém gió bay nóc nhà, người việt nam mà tưởng mình người nn, làm ở sing có mấy năm mà làm như sinh ra tại đó, cực kỳ ảo tưởng....",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","hr cực kỳ thiếu chuyên nghiệp, hay xỉa xói chuyện cá nhânvăn phòng công ty quá tệceo sếp nhìn cách ăn mặc lôi thôi là đủ hiểu nha, cực kỳ thiếu chuyên nghiệp, 0 tôn trọng phụ nữ, già dê, chém gió bay nóc nhà, người việt nam mà tưởng mình người nn, làm ở sing có mấy năm mà làm như sinh ra tại đó, cực kỳ ảo tưởng.",TRUE,TRUE,,
81ef47,5 năm trước,"- Môi trường làm việc chật chội, tù túng và không thoải mái.- HR thiếu chuyên nghiệp, hay nói xấu member và leak thông tin cá nhân của ứng viên. Thiếu luôn kỹ năng admin và hay làm việc dựa theo cảm tính, cảm xúc cá nhân.- PM thì bảo thủ và không biết lắng nghe member.- CEO xảo ngôn, đanh đá và chợ búa. Tốt nhất nên cho vào blacklist khi tranh luận.- Task được giao không thuộc domain cũng phải làm vì cty coi đó là nghĩa vụ!- Phải OT vô tội vạ không quan tâm thời gian, cuộc sống cá nhân của member.=&gt; Nên suy nghĩ, cân nhắc trước khi apply để tránh mất thời gian của bản thân!",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","môi trường làm việc chật chội, tù túng và không thoải mái. hr thiếu chuyên nghiệp, hay nói xấu member và leak thông tin cá nhân của ứng viên. thiếu luôn kỹ năng admin và hay làm việc dựa theo cảm tính, cảm xúc cá nhân. pm thì bảo thủ và không biết lắng nghe member. ceo xảo ngôn, đanh đá và chợ búa. tốt nhất nên cho vào blacklist khi tranh luận. task được giao không thuộc domain cũng phải làm vì công ty coi đó là nghĩa vụ! phải OT vô tội vạ không quan tâm thời gian, cuộc sống cá nhân của member. gt nên suy nghĩ, cân nhắc trước khi apply để tránh mất thời gian của bản thân!",TRUE,TRUE,,
901dba,5 năm trước,"Công ty nhỏ xíu như lỗ mũi, HR thiếu chuyên nghiệp, CEO phỏng vấn thì chuyên gia nhìn ngực phụ nữchém gió thì giỏi",Wolf Consulting,product,1/1/1950 0:00,"Binh Thanh, Ho Chi Minh","công ty nhỏ xíu như lỗ mũi, hr thiếu chuyên nghiệp, ceo phỏng vấn thì chuyên gia nhìn ngực phụ nữchém gió thì giỏi",TRUE,TRUE,,
eaf0e9,1 năm trước,Sếp lên truyền hình tuyển nhiều lắm mà nhỉ,Ivy Moda,product,301-500,85 Vũ Trọng Phụng Thanh Xuan Ha Noi,sếp lên truyền hình tuyển nhiều lắm mà nhỉ,FALSE,TRUE,X,FALSE
bd60e7,4 năm trước,"tuyển ux designer mảng web, up to $1000kinh nghiệm ui, ux research, html và các phần mềm thiết kế",Ivy Moda,product,301-500,85 Vũ Trọng Phụng Thanh Xuan Ha Noi,"tuyển ux designer mảng web, up to 1000kinh nghiệm ui, ux research, html và các phần mềm thiết kế",FALSE,FALSE,,
8.07E+34,5 năm trước,"Hơi bị chán quả phỏng vấn công ty này đấy . Hỏi ngu bỏ mẹ , mang tiếng trưởng phòng hcns . ngoài khoe công ty, hỏi toàn kiểu giống như là nghi ngời nói dối trên cv ấy. Chán ko gì để nói . có vào đc vòng 2 em cũng xin ko đi các bác ạ.",Ivy Moda,product,301-500,85 Vũ Trọng Phụng Thanh Xuan Ha Noi,"hơi bị chán quả phỏng vấn công ty này đấy . hỏi ngu bỏ mẹ , mang tiếng trưởng phòng hcns . ngoài khoe công ty, hỏi toàn kiểu giống như là nghi ngời nói dối trên cv ấy. chán không gì để nói . có vào được vòng 2 em cũng xin không đi các bác ạ.",TRUE,TRUE,,
a51b24,5 năm trước,"Đã từng đc nhận vào đây làm nhân viên PR-Marketing cố đc chưa đến 2 tháng chạy mất dép, bác lầu trên nói đúng, ngoài thơm trong thối, đãi ngộ nhân viên chẳng ra gì, nhiều khi làm cả việc của nhân viên bán hàng, đợt mới vào gần tết vậy là cty thưởng tết cho 100k, ra tết đc mừng tuổi 20k :)))))), chưa kể suốt ngày sale, trung bình 1 thg 4 lần, sale lớn thì xác định làm từ 8h sáng đến 10h tối, đc biết ng vào trước t làm đc 1 tuần, vào sau khi t nghỉ việc trụ đc 1 tháng :)))",Ivy Moda,product,301-500,85 Vũ Trọng Phụng Thanh Xuan Ha Noi,"đã từng được nhận vào đây làm nhân viên pr marketing cố được chưa đến 2 tháng chạy mất dép, bác lầu trên nói đúng, ngoài thơm trong thối, đãi ngộ nhân viên chẳng ra gì, nhiều khi làm cả việc của nhân viên bán hàng, đợt mới vào gần tết vậy là công ty thưởng tết cho 100k, ra tết được mừng tuổi 20k , chưa kể suốt ngày sale, trung bình 1 thg 4 lần, sale lớn thì xác định làm từ 8h sáng đến 10h tối, được biết ng vào trước t làm được 1 tuần, vào sau khi t nghỉ việc trụ được 1 tháng",TRUE,TRUE,,
