reviewer_id,timestamp,company_name,company_type,company_size,company_address,review_content,is_review_gpt-5,is_review_gpt-oss-120b,human_verified,Long_verified
c04886,2 năm trước,Việt Mỹ Ssu,outsource,151-500,"198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",công ty này vip trả lương đẳng cấp tháng tết thì trả qua tết rồi chơi tết cái đéo gì đẳng cấp thật sự,TRUE,TRUE,,
dee9c7,2 năm trước,Việt Mỹ Ssu,outsource,151-500,"198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh","càng ngày càng xàm, tào lao nhiều cái. làm chết mẹ xong bị bắt bớ tùm lum rồi éo còn đồng kpi nào.",TRUE,TRUE,,
8495c1,2 năm trước,Việt Mỹ Ssu,outsource,151-500,"198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh","mình vừa out công ty, team chat shopee food thì có vài dòng khách quan sau: ưu điểm: - job này có hỗ trợ wfh, lịch làm việc thì xoay ca từ 07h- 22h. team xếp lịch xong thì có thể linh động tự đổi ca cho nhau. - wfh thì sẽ có slot 22h (làm tới 23h) còn làm văn phòng thì 22h là max. - 1 tháng có 4 ngày off hoặc nhiều hơn nếu bạn xin. ngày off thì có thể xin trước với sen. (tuy nhiên, vào ngày campaint của shopee thì sẽ hạn chế off). - về trả lương thì từ lúc mình vô hơn 1 năm nay công ty trả đều ngày 15, có thêm đợt ứng lương vào ngày 30 (chưa bị trễ). - bhxh có, về vấn đề chậm trễ, đóng thiếu thì có nghe nhưng mình chưa gặp. nhược điểm/khó khăn: - khối lượng công việc đến giai đoạn đầu năm 2023 vẫn ổn, nhưng từ tháng 03 thì đổi quy trình và tool xử lý thì bị khá ngộp. + nói 1 tí cho dễ hiểu thì trước đây 1h làm bạn có thể xử lý 40 case chat khá thoải mái nhưng khi đổi tool thì bạn xử 25 case áp lực tương đương 40 case như tool cũ. - về quy trình (sop) là vấn đề nặng nhất: sẽ có team qa làm việc với bên trên và đưa ra sop hoặc cập nhật sop mới. đ** đa số nhân viên bị ngộp vì vấn đề này vì mỗi tháng có thể đổi sop vài lần. - về mức lương thì bạn cần đạt kpi 1-2 thì mới gọi là ổn (8tr-9tr5) - tuy nhiên chỉ có người thật sự kỹ và cứng sop thì mới có thể lấy được loại 1 (tầm 1/4 nhân sự hiện tại). kể cả những nhân viên làm lâu năm nếu không kịp cập nhật hoặc sai 1 vài lỗi nhỏ thì cũng dẫn đến mất điểm và hạ kpi. - về các bạn newbie từ sau khi đổi cách xử lý đơn thì đại đa số đạt loại 3-4 là chủ yêu, loại 2 thì rất ít - vì vấn đề này nên team tuyển nb rất nhiều nhưng trụ lại thì ít. - vấn đề đi trễ, phát sinh: bạn nào có thói quen xấu này thì không nên vào công ty, vì chỉ cần 1 lần phát sinh bạn có 50% nguy cơ mất kpi tháng đó (vì bạn cần phải OT lại ít nhất 5 slot khi có người khác phát sinh hoặc khi sen cần). - sẽ có đền đơn nếu bạn không cẩn thận khi xử lý, cả nb và oldbie đều dính nếu sơ sót. -------------------------- chốt: - so với công việc và mức lương thì ổn nếu bạn tập trung và chịu học hỏi. tuy nhiên, sop sẽ ngày càng gắt hơn chứ không dễ đi. - nếu bạn là nb vô công ty, mục tiêu thành thạo công việc và kiếm mức lương kpi loại 2 từ 8tr trở lên trong sau 2 tháng thử việc thì mình nghĩ khá là khó vì vấn đề sop. - thời điểm còn làm mình thấy môi trường làm việc cũng không quá phức tạp như nhiều review khác, có thể do mình ít giao tiếp. cứ vào giờ check in, hết giờ check out - có vấn đề trong công việc thì nhắn sen sẽ hỗ trợ.",TRUE,TRUE,,
aaa9aa,3 năm trước,Việt Mỹ Ssu,outsource,151-500,"198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh","có ai từng làm ở đây chưa cho mình xin ít review về công ty với, hiện tại thấy đang có tuyển nhân viên hỗ trợ cho shopee nhưng không biết ra sao.",FALSE,FALSE,,
69f106,15 giờ trước,VMO Holdings,,,,"công ty xạo cv, gửi linh tinh, nếu khách hàng nào bị lừa nhận thì công ty mới ký hợp đồng, còn không thì không nhận. đừng mất thời gian với tiền xe cộ đến đây làm gì.",TRUE,TRUE,,
4aa62c,2 năm trước,VMO Holdings,,,,anh em đã từng làm công ty vào review đi ạ,FALSE,FALSE,,
fc2809,2 năm trước,VMO Holdings,,,,công ty nhìn như đa cấp,TRUE,TRUE,,
6eaa13,2 năm trước,VMO Holdings,,,,"công ty vmo có thằng n***** m*** c**** làm 2 công ty outsourcing, chơi 2 mang , hiện tại đang làm cho cả evizi lẫn vmo và sắp bị evizi đuổi vì chơi 2 mang .",TRUE,TRUE,,
6bccdd,2 năm trước,VMO Holdings,,,,"môi trường công ty ổn, văn hoá oke, dự án tuy nhiều nhưng không được ngon, đội ngũ quản lý tốttuy nhiên thị trường japan có mấy em hrs hành xử hơi non nhất là bà cô t*** t** a*, hr gì như mẹ thiên hạ, ăn nói thiếu suy nghĩ còn sân si",TRUE,TRUE,,
b36412,3 năm trước,VMO Holdings,,,,em xin review unit c5 a.,FALSE,FALSE,,
a08348,3 năm trước,VMO Holdings,,,,công ty outsource rác rưởi.,TRUE,TRUE,,
b6dcbd,3 năm trước,VMO Holdings,,,,màu mè làm màu thôi ! tech không có gì đặc sắc chỉ thuê freelancer về làm outsource. né !,TRUE,TRUE,,
c01e94,4 năm trước,VMO Holdings,,,,"công ty chán, không nên vào thì hơn",TRUE,TRUE,,
288369,16 giờ trước,TONY FRUIT,,201-500,"212 Đường 48, Phường Vĩnh Hội, TP HCM","kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà công ty vẫn cho vô làm",TRUE,TRUE,,
ce9dd7,16 giờ trước,TONY FRUIT,,201-500,"212 Đường 48, Phường Vĩnh Hội, TP HCM","công ty dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, công ty này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng bởi công ty nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên công ty cũng ngu lâu dốt bền không ngốc đầu lên nổi.",TRUE,TRUE,,
64abd5,23 giờ trước,Viet Nam Ureka Media,outsource,Jan-50,02 Đường số 44 District 2 Ho Chi Minh,"c** t* a** kế toán làm việc ngu, thái độ láo nhé",TRUE,TRUE,,
22795f,2 năm trước,Viet Nam Ureka Media,outsource,Jan-50,02 Đường số 44 District 2 Ho Chi Minh,- công ty 6 tháng review lương 1 lần nhưng 2 năm mới lên lương lên được 1tr5- tiền OT không có công ty bảo trả commission bù cho OT- commission nhân viên từ quý 1 mà đến quý 4 mới được chi trả. nhân viên nghỉ việc thì không được trả commission đòi thì chuyển khoản cho 1tr rồi thôi.- n*** viên trước khi nghỉ việc bị công ty không đóng bhxh phải đòi thì công ty mới chịu đóng lại còn không chắc bị mất 1-2 tháng cuối ở công ty.- công ty làm việc không có ngày đêm giờ giấc cá nhân. về tới nhà mà vẫn bị gọi điện réo tên. bạn nào muốn thanh thản sau giờ làm thì né gấp.,TRUE,TRUE,,
8b3952,2 năm trước,Viet Nam Ureka Media,outsource,Jan-50,02 Đường số 44 District 2 Ho Chi Minh,"mình mới chỉ đi phỏng vấn bộ phận ở hn thôi. mình thấy hỏi không có nhiều nhưng mà bắt làm bài tets trên giấy (vị trí content). tệ hết chỗ nói, thứ nhất ứng viên còn chưa hiểu sản phẩm là như thế nào bắt ngta test. thứ 2 thời đại công nghệ 4.0 rồi còn bắt test viết tay. thôi mọi người đừng đến phỏng vấn làm gì cho mất thời gian",TRUE,TRUE,,
84319a,5 năm trước,Viet Nam Ureka Media,outsource,Jan-50,02 Đường số 44 District 2 Ho Chi Minh,"nói chung công ty có sự phân hoá giữa các team, môi trường để ai thích học hỏi digital thì học thôi chứ lương thưởng benefit kém, bộ phận backoffice như finance, kế toán rất không support và chảnh. công việc áp lực cạnh tranh.",TRUE,TRUE,,
861b95,5 năm trước,Viet Nam Ureka Media,outsource,Jan-50,02 Đường số 44 District 2 Ho Chi Minh,thời gian làm việc : 9h sáng - 17h30 chiềulương thưởng ổncông việc khá nhiều áp lực và cạnh tranh giữa các team,TRUE,TRUE,,
7.86E+04,23 giờ trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"công ty ít thăng tiến, lên chức vì mối quan hệ nhưng năng lực không xứng đáng. việc tăng nhưng cắt chi phí lương và giảm nhân sự. riêng bộ phận tuyển dụng nói chuyện đạo lý, rất láo nhé. đẩy trách nhiệm nhanh. t*** độ lòi lỗi nhất là con mặt quạo quạo tên h***g",TRUE,TRUE,,
a14b93,2 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"hr dễ thương, nói đầy đủ phúc lợi cũng như lịch sự.nhưng không phù hợp với công việc vì lý do cá nhân nên không làm được, quản lý và nhân sự hỏi han quan tâm nhiều cũng như có giới thiệu công việc khác. nói chung trộm vía công ty ổn hơn mấy chỗ khác. tiếc là không làm được ở đây lâu.",TRUE,TRUE,,
10552,2 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"mình mua hàng ở p**** v* cũng lâu năm rồi mà thái độ các bạn nhân viên 3 4 năm trở lại đây quá kém, thật sự bức xúc với thái độ nhân viên ở chi nhánh p**** v* q9, khách hàng vào mua hàng thì tỏ ra không quan tâm và có xu hướng tách bản thân khỏi công việc mặc kệ khách hàng muốn gì thì làm, thái độ hỗ trợ tư vấn khách hàng kém nhân viên tư vấn thì đứng chơi game, tụ tập thành nhóm nói chuyện riêng, phải để nhân viên kho ra tiếp khách hàng rồi lên đơn hàng, thật sự mình không biết các bạn đi làm c",FALSE,FALSE,,
c76447,2 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"công ty thì đồng nghiêp thân thiện nhưng đội kiểm soát nội bộ thì hài không chịu đượcmanager thì kỹ tính nhưng ăn nói lịch sựchị leader thì tuyển từ cửa hàng trưởng lên, lỗi trưng bày cãi không lại, tức gì đâu, nhưng bả mới chuyển team thì tuyển thằng mới vào, kiểm gì gắt như quỷ, hỏi ra sinh năm 90, thua cả tuổi mình mà nó cứ xưng anh anh, bực.hai chuyên viên thì như badcop-goodcop. con nhỏ lùn lùn người b** ăn nói khinh người không chịu được, nói chuyện như mẹ thiên hạ, lùn xấu mà tưởng cao sang, không phải vì mức lương chắc tán chết mẹ nó quá. còn ông mập mập thì nói chuyện lịch sự dễ thương nhưng hỏi ra cũng lớn tuổi mà gặp mình lại xưng em, tui có già gì đâu, bực mình. nói chung team nhìn bề ngoài hòa đồng nhưng con nhỏ kia chuyên gia nói xấu đồng nghiệp, nhìn 02 ông kia thấy tội thôi. sếp cfo với manager người b** thì bênh con kia thôi rồi.",TRUE,TRUE,,
753ee1,3 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"có đứa em vào làm gặp một ông tên q*** , nghe th cu kể mà tởm đến già . nhân viên cũ mà chốn việc đi đánh bài ăn tiền ngoài quán cafe , chuyên bắt nạt nhân viên mới . bạn nào vào gặp team ổng xác định nhé .",TRUE,TRUE,,
18179,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,v** hoá công ty siêu tệ. n**** p**** v* còn có vnshop/vnpay. công việc chồng chéo không rõ ràng.ngoại trừ các vị trí lđpt thì các vị trí office đều yêu cầu cung cấp payslip. mình làm ở văn phòng hcm. n*** sự ra dô nhiều. khu vực h* nội thì không rõ lắm. công ty công nghệ/ máy tính nhưng không có sử dụng quy trình/ hệ thống gì hết. mọi thứ đều basic và nhàm chán. manager thì thay đổi liên tục. công việc vào làm thì không giống như khi trao đổi phỏng vấn. đ*** nghiệp thì thân thiện,TRUE,TRUE,,
b179fb,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"t*** p**** v* cũng lớn đặt ổ cứng 128g của gigabyte về dùng được máy bữa lăn ra chết, gọi p**** v* xem bảo hành sao thì tổng đài kêu mang ra quận 3, nhà quận 12 mà phải đi quận 3(chạy đi chạy vể), xong còn phải đặt lịch mới được bảo hành, đúng là mua thì dễ bảo hành khó, lừa nhau được 1 lần t*** nhé, m* có lần 2",FALSE,FALSE,,
e6c01f,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"công ty này hay tuyển người không làm gì vào làm sếp, sai nhân viên là giỏi, cái thằng thiết kế xấu mà cũng làm trưởng thiết kế thì đúng là thằng 4 chân ăn may.",TRUE,TRUE,,
0c7fa9,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,con huyền nguyễn (huyencharm) rất ngứa mắt nha mng,FALSE,FALSE,,
7d0fe2,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"nhìn chung công ty chẳng ổn tí nào. nhìn riêng về bộ phận sale có bác p**** t*** thì thôi rồi, làm thì không biết giỏi bao nhiêu mà có thói thượng đội hạ đạp =&gt; nịnh.công của người khác thì nhận công của mình, còn lỗi thì chữi ầm ầm, đỗ thừa ngay và luôn,sống vậy ai sống lại bác à.hay tỏ vẻ nhà có tiền, không biết giàu bao nhiêu dữ vậy, muốn mở công ty riêng và lôi kéo các đồng nghiệp khác theo mình.nhìn chung nát bét công ty.",TRUE,TRUE,,
7b6a0c,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,bộ phận sale dốt và nát vãi,TRUE,TRUE,,
f2d300,4 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"02-2021bánh vẽ rất tốt,các em cứ làm đi rồi công ty sẽ ghi nhận cố gắng của các em.mình ở miền hcm.vẽ từ pawin,h**** t** p*****,vẽ tới l** lùn quản lý miền,tới các quản lý và giám sát showroom.kỹ thuật giao hàng thì bóp phí đủ kiểu,đưa qua tới amario thì chê phí đắt,giao 1 chuyến 17k,xì con mẹ nó bánh xe hết 35k.có cái chuyện kho eton và đội giao hàng,chả biết cấp trên đầu óc cao siêu thế nào mà giải quyết mãi chẳng xong.h*** chi nhánh từ kho eton chuyển về thiếu tùm lum tùm la.c** nào thiếu thì bắt nhân viên chạy đi lấy chết cđm.còn kho eton chả thấy đả động gì đến.mà mấy xếp gáy thì thôi nhé luônnói chung nát bét.",TRUE,TRUE,,
d498be,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"lv môi trường khá ổn, tuy nhiên lm với bộ phận khác thì thôi rồi, khỏi chê. team marketing chị sếp mới vào non và xanh ai nói gì cũng nghe, hài hước lắm các bác ạ",TRUE,TRUE,,
f70212,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"t***** dân không tiếp xúc được với cao tầng, thấy làm cũng ổn mà mỗi tội hàng hóa đúng chán",TRUE,TRUE,,
6f1326,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"môi trường tốt, chị h* đ*** bộ phận tuyển dụng rất nhiệt tình và dễ thương cực",TRUE,TRUE,,
4.18E+08,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"mụ già bẩn tính nhất p**** v* đã xin nghỉ việc. sếp gì như cl. hãm, t* ngày con mụ ấy về rấy lên bao nhiêu sóng gió. ép nhân viên cũ nghỉ hết để lôi một đống nhân viên nòng cốt của mụ từ fpt sang, chuyên môn thì không có, được cái mụ này thích bợ đít. công đâu mụ nhận hết còn tội đổ đầu nhân viên mình. c* công ty ghét, nhưng éo làm gì được! t*** hôm nay cũng vui, vui quá trời. t* mai anh em không cần phải nhìn mặt mụ nữa rồi.",TRUE,TRUE,,
e67908,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,cho mình hỏi nhẹ cái là cái tiêu chí phỏng vấn cho vị trí n*** viên kinh doanh online cho cái công ty phỏng vấn này ở chi nhánh miền n** là như thế nào vậy. mình mới đi phỏng vấn cho vị trí này cách đây vài hôm và mới nhận được mail trả lời kết quả là mình không đạt yêu cầu cho công việc. mà trước đó mình cũng phỏng vấn cho vị trí nhân viên kinh doanh online cho công ty điện máy chợ lớn thì được gọi đi làm ngay nhưng do vướng bận một số việc gia đình nên mình phải xin huỷ. trong khi trước đó mình cũng đã có kinh nghiệm sale rồi mà không hiểu sao bên hr lại cho mình tạch. không biết các bạn đánh giá thế nào nhưng mình thấy bên công ty này phỏng vấn hỏi nhiều câu hãm đéo chịu được thật sự,TRUE,FALSE,X,FALSE
fe9ef5,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"đổi mẹ tên thành nhà hàng bánh vẽ đi, đi làm toàn gặp những chủ tiệm bánh vẽ với những cái văn: ""em cứ làm đi rồi sẽ được ghi nhận"", ""anh thấy mảng này hot em xem sao nhé"". đợt 2018-2019 có mùi cơ cấu lại chuyển định hướng sang sàn thương mại điện tử, gáy rất to để cạnh tranh với tiki các thứ nhưng thực ra triển khai như cái con củ cờ. đang bán máy tính ngon tự dưng nhảy sang bán mấy cái đồ gia dụng, báo hại cả đội toàn chuyên viên máy tính bị dí đi làm thông tin sản phẩm của điện máy, mà có làm đéo đâu, đi bếch từ các bên khác về nát vltừ hồi giải thể 1 loạt cộm cán để thay máu còn đẻ ra cái trò dâng sớ xì đểu để anh em soi mói bất hòa nhau làm không lo làm lo đi bắt bẻ soi mói sợ người ta nói xấu mình. không rõ trong hcm ra sao nhưng ngoài h* nội như kiểu nằm thở máy, chuẩn bị rút ống đến nơi rồi, những người có tâm đối xử với họ tệ bạc quá họ rũ áo ra đi hết rồi lmao web thì chết lên chết xuống, nội dung sản phẩm lôm côm vớ vẩn, sai, không update và toàn đi bớ ở chỗ khác về ô** nào mua đồ điện tử thì cạch bọn này ra nhé, hàng toàn từ thời napoleon cởi truồng, mấy model mọc rêu mẹ rồi, hàng mới thì đéo thấy miếng nào ^^",TRUE,TRUE,,
1d88ef,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"con mặp địch mặt mụn tên phượngrecruiter như bìu. hẹn phỏng vấn thì cho đợi 45 ph, vào nói chuyện technical thì ra vẻ ta đây biết tuốt.",TRUE,TRUE,,
338b06,5 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,công ty có chị trish pham rất dễ thương,TRUE,TRUE,,
aaf337,6 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"công ty dường như đã bán. p*** lợi đang giảm nhiều. không đồ ăn thức uống, lương thưởng thấp dần, sếp mới từ fpt sang và kéo theo 1 đàn tiểu yêu không có năng lực. số giảm. mọi thứ trở lên tệ hại mà vẫn thấy sếp mua ô tô thì tự hiểu giờ chắc sẽ thu nhỏ vào nam. anh em mới làm cân nhắc kĩ",TRUE,TRUE,,
bb337d,6 năm trước,Phong Vũ,product,51-150,198 Nguyen Thi Minh Khai District 3 Ho Chi Minh,"sếp mới về hót hay, bánh vẽ tốt. gáy nửa anh nửa việt và đi bằng 4 chân. nói chung đồng bóng.",TRUE,FALSE,X,TRUE
