reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,is_review_gpt-5,is_review_gpt-120b,human_verified
5c480a,2 năm trước,"c** độ đãi ngộ thấp, không giữa người, team toàn sinh viên vs mới ra trường, làm mà suốt ngày toàn họp, xong trễ task thì tại nhân viên, môi trường làm việc rất toxic thường xuyên nghe sếp chửi nhân viên",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
cb0c1a,2 năm trước,"có làm ở đây một thời gian ngắn, lương khá thấp nhưng môi trường trẻ trung năng động, công việc lặp đi lặp lại hơi nhàm chán",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
85c12d,2 năm trước,"sau 2 năm làm việc ở công ty có vài lời review như sau: - lương thấp và tăng lương cũng cực kì thấp, ngồi lại performance với manager tận 2 tiếng để review mà kết quả lên không có được bnhiu ? tiện thể hr ép lương rất tốt từ lúc phỏng vấn lấy mức của junior ra deal với senior...- hệ thống làm việc nghèo nàn, phòng họp thì lúc nào cũng kín mít, pantry thì lèo tèo 2-3 chỗ phải xin miệng dù đã plan kĩ cuộc họp trước nhiều ngày. v** hoá book phòng họp không oke từ nhân sự tới tool booking, hệ thống chat cũng đi chậm thời đại.- quy trình thì 1 năm đổi team 3 lần... 3 lead khác nhau thay ng như thay máu, bám trụ 2 năm làm được với 4 ng lead quay đi quay lại vẫn làm mọi thứ bằng thủ công dù ceo lúc nào cũng hô hào tiên phong trong công nghệ. códe cũng không có tiền mua source toàn đi lươm.- teammate thân thiện chắc cùng cấp nên vui vẻ, đổi team chóng mặt nên cố gắng dung hoà và không được nói xấu nhau- event nội bộ là thích nhất, công ty được cái vui vì event, có điều đợt đi trip hơi xàm xí nên tách ra.--&gt; ra khỏi đây thấy mình đi chậm thời đại của các công ty khác rồi từ sme cho tới big corp vn, chưa tính nước ngoài vì hệ thống làm việc cũ quá lỗi thời, nhất là bộ phận dev với data, marketing thì thấy đi chậm chắc sale gánh nhiềucty hợp với intern trainee, lên junior senior thì ra chỗ khác làm mới phát triển",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
dbacdb,2 năm trước,"nghe mấy đứa bạn kêu a t bên này tình cảm lắm, không biết thực hư ra sao",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
8b7024,2 năm trước,"suy cho cùng cái công ty younet social làm sp không ra sp. bán ls cho khách hàng thì hẹn lần hẹn lượt. ô** technical expert kiểu như tách biệt với thế giới vậy, ngồi một gốc code, sau đó commit lên hẳn master cười ** thằng head của product thì ối giời ơi, trình như senior 3 năm vậy, toàn đi hỏi mấy thằng trong team, chứ biết ** gì q.a thì như ** luôn, toàn tụi fresher nói chung tụi này nên bome cái metafox củ chuối đó đi là vừa",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
e711e7,2 năm trước,nội quy công ty đi làm lúc 8h30 mà thấy hôm nào cũng có đứa 10h mới lon ton lên mà không thấy ai nhắc nhở gì hết luôn. có phải cocc gì không ta,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
e72642,2 năm trước,"công ty hoạt động với phương châm, thành quả là của sếp t***, còn mọi lỗi lầm lý do đều của lính.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
2399a1,2 năm trước,"mình vào intern thì người training là 1 anh mập mập, làm 3 tháng mà nói chuyện với anh đó chưa dc chục lần, không nhớ tên luôn, ảnh toàn quăng tài liệu bắt đọc, không có hướng dẫn, không có giao việc rõ ràng, giao mình 3 cái task nhưng không ghi nội dung, không biết phải làm gì luôn , qua hỏi thì ảnh tỏ vẻ khó chịu không muốn nói, chạy code không dc hỏi ảnh cũng không giải thích. intern 3 tháng mà mình chẳng học hỏi thêm được cái gì, ngồi đọc tài liệu chạy được code là mừng muốn rớt nước mắt rồi. code bên này là javascript nhưng build rất kì, mình từng làm dự án trong trường dùng js nhưng vô được code bên này không hiểu gì luôn, có thể do mình gà nhưng thật sự code rất lạ. công ty bắt lên văn phòng nhưng không được giới thiệu hay chào hỏi gì ai, mãi tháng thứ 2 nghe mọi người nói chuyện mới biết mình vào team nào, đi làm cũng không có ai nói chuyện cùng . làm chán lắm luôn, tại cần chữ kí thực tập để tốt nghiệp nên mình mới ráng chứ không mình bỏ sớm rồi. nhìn cách cư xử của anh mập thấy khinh intern lắm luôn. nếu cần chữ kí để ra trường thì tùy chứ mình khuyên thật không nên vào đây thực tập ra, nản rất nảnteam mình vào là team data nên bạn nào vào thực tập mà nghe team này và thấy 1 anh mập mập thì nên bỏ đi, phí thời gian",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
ea440b,2 năm trước,"phỏng vấn xong thì nhắn tin riêng kêu là ứng viên deal cao hơn trong khi deal theo jd chưa chạm ngưỡng, xong rồi thì cũng không thèm rep mail hay bất cứ gì khác. à còn gặp head tên t*** nói chuyện chợ búa, thiếu tôn trọng người khác. khuyên các bạn không nên phỏng vấn luôn đỡ mất thời gian",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
241d8d,2 năm trước,"t**** ctv online viết bài seo web vcho công ty về xe nội thất oto. l*** hệ zalo để trao đổi thêm. công việc nhẹ, viết sẵn ư theo mẫu chỉ yêu cầu đam mê viết lách.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
72d360,2 năm trước,"môi trường làm việc toxic, thường xuyên bị nghe chửi.công ty gia đình, chồng làm ceo, vợ làm quản lý nhân sự nên hiểu ha, rất nhiều người nghỉ khỏi công ty vì benefit thì không có, lương thấp, hay bị nhân sự chèn ép.công nghệ lỗi thời, quá cũ, không có upgrade, nên cân nhắc trước khi vào, vì sẽ không phát triển được.thiết bị kém, hay rớt mạng, cpu hay chết, màn hình nhỏ, bị vàng nhòe, rất khó nhìn nhưng request cũng chỉ đổi màn ít vàng hơn thôi.công ty không có đãi ngộ giữ người tài, ban lãnh đạo từng nói “nó không làm được thì cho nó nghỉ, tuyển đứa khác”.commit 40h/ 1 tuần nhưng làm hơn không bao giờ có tiền OT. 1 ngày họp rất nhiều nhưng vẫn phải xong việc nếu không sẽ nghe chửi. gần như OT suốt, rất mệt mỏi.h*** thành dự án không bao giờ nhận được lời khen - tiền thưởng, hay cảm ơn, nhưng chỉ cần có vấn đề là bị chửi như con.lương thấp hơn mặt bằng chung khá nhiều.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
8180d6,2 năm trước,có ai làm vị trí data support cho em xin review với ạ,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
8dd0ea,2 năm trước,mình hỗ trợ mở thẻ tín dụng mb banktiêu trước trả tiền sau (45 ngày sau chưa hoàn lại chỉ với lãi suất 1%/ tháng)nhận mở thẻ mbbank 50-300tr bao đậu 100%nhận sang thẻ 110% hạn mứcyêu cầu có sdt + cccd (cmnd)không t** trước bất kì 1 c** p** n**** t** nợ xấu ! nợ chú ý,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
11eece,2 năm trước,con cò con cá con dêcuộc đời éo le con le le cũng chết đóicâu cửa miệng của ai .... ?điền vào chỗ trống,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
4ba07a,2 năm trước,"chào anh chị, bên em nhận hỗ trợ chạy quảng cáo hàng hóa sp, chương trình dịch vụ lên fb - tiktok, hỗ trợ quảng bá sản phẩm, chương trình dịch vụ, tiếp cận với nguồn khách hàng tiềm năng, đi đơn online hiệu quả. hỗ trợ chạy q**** cáo fanpage fb miễn p** d**** v* l*** hệ ngay để được miễn phí page; thiết kế logo, banner, hình ảnh; ý tưởng contentcam kết rõ ràng:báo cáo ngân sách rõ ràngcare camp 24/24hỗ trợ 24/7 liên tụctarget đúng từng sản phẩm, tối ưu chuyển đổi ra đơnhotline/zalo: 0868.773.263 ( p***** h** )",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
d70cd9,2 năm trước,"""? part time online v** vẻ công việc part time cho các bạn(ưu tiên các bạn 2k3-2k2 học ở hà nội)học s*** , s*** viên? kiếm thu nhập mùa dịch ?công việc: hỗ trợ nhắn tin ~ lên lịch hẹn ~ làm việc đội nhómquyền lợi : được tham gia học các buổi kỹ năng mềm - định hướng ngành nghề - stvtthu nhập : 2tr-2.5tr + thưởng theo năng lực .thời gian :xoay ca linh động + đăng kí theo lịch rảnh~ đăng ký ứng tuyển công việc ib trực tiếp a chia sẻ chi tiết nhé ?""",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
923d09,2 năm trước,công ty xịn nhé nên vào mọi người nhé,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
ebce8d,2 năm trước,"không*** đ** t** l** trình – học nhanh đi làm sớm – không yêu cầu không*** nghiệm✨có nhiều hướng đi để lựa chọn:? data analysis? l** trình viên web fullstack? l** trình viên java? l** trình mobile android? tester (kiểm thử phần mềm)đ** tạo trong 6 tháng online phù hợp cho các bạn trái ngành, non-it mức lương offer 10-12mliên hệ :yen hr để nhận job công việc nhé.tele :@yenhrokvip - zalo 0xx",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
e49a0d,3 năm trước,"mình đọc nhiều bình luận ở nhiều công ty, công ty nào cũng phức tạp như nhau thôi. nếu bản thân mình có trình, khá tiếng a**, tìm kiếm khách hàng được, thương lượng thuyết phục tốt thì đâu cần đi làm công ăn lương rồi lại bực lên đây chửi nhau. nếu muốn thoát cảnh đó thì chỉ có nâng cao kiến thức bản thân thôi. tự tin lên các bạn, thị trường và khách hàng nhỏ lẻ cho tới lớn nhiều lắm, quan trọng mấy bạn biết cách không thôi.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
93cb97,3 năm trước,"công ty bóc lột nhân sự, tồi tàn trong bộ máy quản lý. các team thì chia bè chia phái so đo từng li từng tí. lượng thấp bèo bọt công việc thì nhiều OT còn phải xin lên xin xuống mới có được 2 tiếng. làm 2 ngày cuối tuần và ngoài giờ buổi tối tới khuya thì chỉ được 2h OT. lọt da người mà. review tăng lương 1 năm 2 lần , uiiiii lời nói gian đối dịu dàng đi làm lòng người một cách dịu êm. đến thời điểm review thì nói em chưa đủ tốt trong khi đó làm như con trâu, cân project làm luôn việc của research cần làm thì nhận được câu chưa đủ tốt. thêm phần là review 360 những con sân si sẽ đạp bạn xuống thôi. leader thì kiến thức không có ra vẻ chuyên anh nhưng đọc ta sai lên sai xuống. ai vào công ty này thì tìm hiểu rõ nha, có đủ điều kiện ngân lượng tiền bạc, làm việc vì đam mê hoặc vì kinh nghiệm 100% tiền bạc bỏ ngoài não thì hãy vào đây. vào đây các bạn đặc biệt được phát triển tốt kĩ năng chịu đựng và khôn ngoan hơn khi nhìn người.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
c75075,3 năm trước,"đi làm mà, bạn muốn gì?t** nhập phù hợp?công dziệc thú dzị?đi làm thì dzui?ở đây dzui nhen.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
bba677,3 năm trước,"điểm cộng:- v** phòng mới sửa chữa, đẹp, xanh, xịn.- môi trường lành mạnh, thân thiện, không drama, không gia đình, chính trị. - nhiều hoạt động vui chơi quanh năm. - đang phát triển nhanh &amp; mở rộng, nhiều cơ hội học hỏi. - có thưởng esop cho nhân viên lâu năm (kèm quyền mua), phù hợp với bạn nào muốn có đột phá trong công việc.điểm trừ:- location: quận 11.- building: v** phòng thì mới sửa nhưng cái tòa nhà thì hơi quệ, cũ, bảo vệ không chuyên nghiệp. - cấp quản lý: có nhiều người giỏi, nhưng cũng nhiều người nhờ lâu năm mà đi lên, cần đánh giá năng lực khách quan &amp; phù hợp với vị trí hơn nếu công ty muốn phát triển.=&gt; p** hợp cho các bạn yêu thích các lĩnh vực về data, product, marketing services.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
77e973,4 năm trước,"xàm khỏi bàn, toàn làm việc theo cảm tinh",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
a413c1,4 năm trước,"người phỏng vấn hay vặn vẹo, bắt bẻ, hỏi dồn vào chân tường. yêu cầu làm slide thuyết trình về bản thân, nhưng đến khi làm có vẻ họ không quan tâm lắm. manager hỏi để triệt, chứ không mang tính chất trao đổi và cũng không tôn trọng cá tính của ứng viên! lần đầu tiên đi phỏng vấn mà muốn cúp ngang sau 5 phút.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
93d440,4 năm trước,"hellu mọi người, mình là sinh viên vừa mới ra trường, mình tính apply vào công ty nhưng thấy trên jd để là lương thỏa thuận. cho mình hỏi mức lương range ở công ty thường là bao nhiêu nhỉ?",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
3eeeff,4 năm trước,"mình đến phỏng vấn cho chờ tầm 30'. phỏng vấn 3 vòng. xoay đủ các kiểu, bắt về làm ""bài tập"" các thứ để present. làm xong nhận xét ok mà apply một đằng, offer 1 nẻo (vị trí khác và không quên dìm lương với vị trí nhìn vào kinh nghiệm làm việc thấy em chưa phù hợp). ủa, kinh nghiệm trên cv cả, không phù hợp thì gọi phỏng vấn vị trí người ta apply làm gì, còn phỏng vấn đến 3 vòng đòi làm assignment các kiểu. mà assignment kiểu hoành tráng chứ không phải ngồi 30' là xong và đang liên quan trực tiếp đến dự án của công ty nên thấy công ty tào lao và lợi dụng ứng viên vãi. may là không nhận việc và giờ đang yên ấm ở công ty khác với mức lương cao hơn mức offer bên này 10tr, benefits tốt hơn, môi trường chuyên nghiệp hơn hẳn",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
1a72c0,4 năm trước,"mình từng phỏng vấn công ty này, lúc phỏng vấn có tận 4 người ngồi trong phòng gồm cả hr, ceo và techlead. trước khi đi phỏng vấn cũng thấy mọi người chê, chửi hr rất nhiều, nhưng ấn tượng ban đầu của mình là chị hr rất dễ thương và nhiệt tình. mặc dù mình đậu phỏng vấn và cũng rất muốn làm để học hỏi thêm về technique (vì thấy mấy anh phỏng vấn rất giỏi và công ty làm về social media thì có nhìu thứ để học ). tuy nhiên mình lại nhận được offer công ty khác khá tốt nên đã từ chối younet, nhưng chị hr vẫn trả lời rất nhiệt tình khi mình xin lỗi từ chối offer. anyway, nếu có cơ hội khác mình vẫn sẽ thử phỏng vấn lần nữa .",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
f2b579,4 năm trước,"nếu ai muốn tìm kiếm 1 chỗ làm việc sang chảnh, gần trung tâm, gần hàng quán, nhà hàng thì đây không phải là lựa chọn tốt. nhưng nếu muốn tìm kiếm một kiến thức chuyên sâu về social marketing thì đây là một lựa chọn lý tưởng. ở đây có tất cả những điều kiện cần để bạn phát triển, còn điều kiện đủ là ở bạn",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
11f61e,4 năm trước,"đ*** đội thì nhiệt tình, thân thiện. môi trường làm việc tốt,có cơ hội phát triển bản thân.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
8.87E+93,4 năm trước,"khoe nhẹ 27/5 này là tròn 1 năm tui làm tại younet môi trường năng động, thân thiện, phúc lợi cho nhân viên tốt lắm nhé",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
1f930e,4 năm trước,"môi trường làm việc của công ty rất thoải mái, năng động, phúc lợi cho nhân viên cũng khá tốt...",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
e66845,4 năm trước,"đ*** nghiệp vui vẻ nhiệt tình, môi trường mở, trẻ trung, nói chung nên vô thử và trải nghiệm cho biết",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
b30569,4 năm trước,"tạo đk cho các bạn mới ra trường cơ hội thăng tiến, môi trường tốt, đồng nghiệp thân thiện",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
df3586,4 năm trước,"mới đi làm được 1 tuần thui nhưng thấy môi trường làm việc thoải mái, đồng nghiệp hòa đồng thân thiện, hợp gout tui ?",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
e383a7,4 năm trước,"mình đi phỏng vấn ở nhìu nơi nhưng yn làm mình nhớ nhất tại vì mình nghe kết quả rớt phỏng vấn ngay trong buổi đó. cay thực sự. có điều sau đó các anh chị phỏng vấn kiên nhẫn ngồi lại phân tích mình biết tại sao mình rớt và chỉ mình cách trả lời, cách trình bày cv. về sau mình áp dụng thử, nhiều cái thấy có tác dụng. cuối cùng, mình cũng có offer, từ công ty khác. cũng có thể mình may mắn gặp người phỏng vấn có tâm.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
618f5e,4 năm trước,"hồi đó vô younet vì muốn thử sức cái mới, làm được hết 2 tháng thì chia tay trong êm đẹp vì thấy không hợp lắm nên cũng không muốn ráng thêm làm mất thời gian 2 bên. điểm trừ là younet xa trung tâm, xung quanh chủ yếu đồ ăn bình dân nên tui toàn phải order đồ ăn ngoài cho lẹ. văn phòng hơi tối và cũ, nhưng có lần đi họp ké bên mango (công ty con của younet thì phải) thấy văn phòng này đẹp, chụp hình sống ảo được. bãi giữ xe tối, bảo vệ người nhiệt tình người lấc cấc nhiều khi mất mẹ mood. còn lại mọi thứ không qua xuất sắc nhưng không tệ, training đầy đủ bài bản, lúc nghỉ sau thử việc 2 bên ngồi lại với nhau trao đổi thẳng thắn vui vẻ.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
59c5f0,4 năm trước,"mấy bộ phận khác mình không biết sao, chứ làm marketing ở yn học hỏi được rất rất nhiều thứ. vì công ty chuyên về mar-tech, lại có agencies về cả social research và marketing trong nhà, nên muốn làm ở team nào cũng được, miễn phù hợp năng lực. cơ hội học hỏi &amp; thăng tiến mỗi ngày trong nghề rất rất nhiều.v** phòng hơi xuống cấp (cần được sửa sang lại) và location không thuận tiện q11 là vấn đề lớn nhất. còn lại mọi thứ đều ok. q*** trọng nhất là bạn tìm kiếm gì trong công việc của mình ah.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
4.80E+45,4 năm trước,"mới đầu đọc review sợ vãi tính bỏ chạy, ai dè có bạn nữ tuyển dụng vừa dễ thương vừa nhiệt tình chăm sóc tâm lý ứng viên qua dữ, thấy bạn cố gắng nên cũng đi thử coi sao. tới giờ làm được 3 tháng rồi, đúng là review chỉ mang tính chất tham khảo. younet không phải là công ty tốt nhất, xịn nhất mình từng làm, văn phòng thì hơi cũ và xa nhà mình. nhưng chắc là công ty có môi trường trong lành nhất, hầu hết mọi người chỉ tập trung vào công việc, công ty có định hướng tốt nên cũng đang phát triển nhanh, người mới vào mỗi tháng rất nhiều.dù có những cái vẫn chưa hài lòng, nhưng nếu bạn là người đơn giản, tìm kiếm giá trị thông qua công việc và muốn 1 môi trường dễ chiu, thì hy vọng thông tin của mình bổ ích với bạn.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
ccf451,4 năm trước,"younet gồm nhiều công ty nên đây chỉ nói về younet mediata nói nát bét, ra vào như cái chợ, tự nhiên 1 ngày đẹp trời thấy tuyển quá trời là hiểu rồi nha các bợn",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
b3bc18,4 năm trước,"thẳng thắn, chân thành, không trù dập, không pr mà nói:ưu điểm: môi trường thoải mái, đồng nghiệp thân thiện, vui vẻ, lương tạm ổn, không yêu cầu tiếng anh (tùy vị trí nhưng thường thì không), bàn ghế máy móc oknhược điểm: buổi trưa là thời gian nghỉ ngơi nhưng 1 số người hét hò cười nói ồn ào kinh khủng, còn giờ làm việc thì có bên hr đùa giỡn thật sự rất ảnh hưởng đến người khác. tôi nói v là còn rất nhẹ nhàng chứ thật tình sếp tôi không nói thì tôi cũng không muốn đụng chạm đến ai. công ty thuần việt nên mọi người cân nhắc trc khi vào, phù hợp với các bạn trẻ mới ra trường và những người thích ổn định.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
585b8e,5 năm trước,"mình vừa được phỏng vấn, hr nữ nhìn hiền còn a lead (không.a**) thì khá ba chấm, chia sẻ thoải mái, nhiệt tình, vui quá chửi thề luôn, expect làm luôn thứ 7, cn. không training cho intern vì team có 1 mình anh lead thôi, anh í bận lắm. khá bắt bẻ nên ai đi phỏng vấn nên chú trọng ngôn từ. mình là intern nên a nói thẳng luôn là không cần người, muốn ra đi thì tùy, khá thất vọng...",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
f826d8,5 năm trước,"đây đối diện nè, mỗi lần tới lễ hay gì là tụi nó ồn ào, không để cho ai làm việc hết. biết là chơi nhưng cũng phải có mức độ, ghi lên đây cho ai là nhân viên của công ty lướt qua thấy dùm.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,TRUE,X
e653ea,5 năm trước,"chưa làm việc cho công ty này nhưng từng hợp tác. trao đổi với mấy ông đội dev tuổi toàn trước 95, mà viết cái api, tài liệu như sinh viên mới ra trường, cập nhật api cũng *** thèm báo lại, cứ lẳng lặng mà làm, vô trách nhiệm vcc.chắc nơi đây sẽ phù hợp với ông này nhiều tuổi mà trình sinh viên",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,TRUE,X
b428fc,5 năm trước,"lần đầu tiên được hr của 1 công ty gọi trao đổi công việc tận 20p, rất ấn tượng với anh hr dễ thương này nên em quyết định đi phỏng vấn, được hr, team leader hỗ trợ và pass ngay sau đóvà đây cũng là nơi tạo cho newbie như em cảm giác được tôn trọng và hiểu công việc cụ thể như thế nào. tuy hơi xa nhà em 1 tý.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
23cc4c,5 năm trước,"mình đã đi phỏng vấn tại younet, không biết các bác như thế nào nhưng mình cảm thấy bình thường không quá như các bác review.vào phỏng vấn, anh hr rất nhiệt tình trao đổi, line manager thì trao đổi tận tình để nắm rõ công việc, mọi thứ rất dễ chịu.",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
6624d4,5 năm trước,"lương thấp hơn nhiều so với mặt bằng chung nên khi nhận việc sẽ hơi ngán. làm sau 3,4 tháng sẽ bắt đầu mất hứng vì nhận ra cơ hội thăng tiến gần như bằng 0. muốn gắn bó nhưng nhận ra mức lương không lo nổi cơm áo gạo tiền nên đã dứt áo ra đi",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
169c35,5 năm trước,"lương phải gọi là thấp đẹt. nghe mức lương ngao ngán vl, tuyển dụng thì ồ ạt như nước lũ =&gt; gây bão hoà về số người, workload công việc dẫn đến lương cực thấp. làm cho vui thì được, lâu dài không nổi vì lương bét quá không chi phí nổi đâu các bác",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
9e46bc,5 năm trước,"có con recruiter bên tech ngu mà thích thể hiện , co biết gi tech đâu",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
5d5bff,5 năm trước,mấy anh chị đã có kn ở đây cho e hỏi là công ty này vị tri data analyst là nó làm gì ạ mà sao e thấy nó không có yêu cầu sql hay python gì cả. môi trường trong đó ok không vậy? lương lậu ổn không ạ? em cảm ơn,YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,FALSE,FALSE,
fa51d1,5 năm trước,"công ty nhìn vô chuyên nghiệp nhưng bên trong thì thôi rồi.nghỉ việc hơn 3 tháng mới trả sổ bảo hiểm, nhân sự thì lề mề, hứa hẹn",YouNet,product,301-500,70 Lu Gia District 11 Ho Chi Minh,TRUE,TRUE,
